target_id,X_SynCom_A_T42_repeat_L1,X_SynCom_B_T42_repeat_L1,X_SynCom_C_T42_repeat_L1,X_SynCom_A_T53_repeat_L1,X_SynCom_B_T53_repeat_L1,X_SynCom_C_T53_repeat_L1,X_SynCom_A_T71_repeat_L1,X_SynCom_B_T71_repeat_L1,X_SynCom_C_T71_repeat_L1,X_R12_A_T77_repeat_L1,X_R12_B_T77_repeat_L1,X_R12_C_T77_repeat_L1,X_R12_A_T95_repeat_L1,X_R12_B_T95_repeat_L1,X_R12_C_T95_repeat_L1,X_SynCom_A_T95_repeat_L1,X_SynCom_B_T95_repeat_L1,X_SynCom_C_T95_repeat_L1,X_R12_A_T119_repeat_L1,X_R12_B_T119_repeat_L1,X_R12_C_T119_repeat_L1,X_SynCom_A_T142_repeat_L1,X_SynCom_B_T142_repeat_L1,X_SynCom_C_T142_repeat_L1,X_R12_A_T216_repeat_L1,X_R12_B_T216_repeat_L1,X_R12_C_T216_repeat_L1
FW510-R12_contig_1_586,203,181,234,344,69,2,607,377,435,2767,1978,1116,2073,1510,1422,526,417,570,1411,1393,1946,671,539,445,1417,1686,1399
FW510-R12_contig_1_587,1242,905,1253,1376,492,18,3159,1713,2057,4875,4207,2027,5513,3909,4220,2499,2348,2213,4711,4939,6433,49,133,27,2825,3182,2591
FW510-R12_contig_1_588,122,94,113,183,43,3,325,207,270,387,671,294,735,478,696,294,179,247,534,678,986,25,27,6,315,330,298
FW510-R12_contig_1_589,2461,1683,2510,2555,604,22,6104,2984,3536,8350,10820,5236,15590,10741,12709,4949,4615,4253,11921,11807,15971,217,332,159,8177,9041,8165
FW510-R12_contig_1_59,25,33,27,20,10,0,52,32,41,42,68,28,89,48,81,35,26,38,74,80,138,0,0,1,41,29,25
FW510-R12_contig_1_590,134,93,120,116,41,0,150,111,116,273,509,198,488,308,400,137,134,116,293,391,429,6,16,4,103,105,112
FW510-R12_contig_1_591,327,243,326,456,147,6,771,450,460,1210,1972,845,1858,1280,1371,697,601,657,1148,1416,2037,27,51,17,1162,1322,1149
FW510-R12_contig_1_592,274,231,286,523,156,7,1193,536,848,2068,2973,1430,2544,1743,1878,1041,1387,1244,1649,1806,2428,12,62,12,472,577,408
FW510-R12_contig_1_593,2321,1581,2072,4139,1240,48,8907,4519,7681,14542,16807,8479,20466,12816,14476,7578,8464,9812,12256,13443,15872,108,138,42,1756,1831,1716
FW510-R12_contig_1_594,4086,3086,3885,3818,764,43,5962,3099,4075,10066,11692,6603,21740,14516,17021,4577,4615,4495,13844,12769,18595,166,333,103,4048,4802,3700
FW510-R12_contig_1_595,686,489,720,986,247,8,2188,1005,1296,3850,4647,2329,4540,2993,3639,1936,1661,1773,3601,3495,4506,21,67,24,911,1029,876
FW510-R12_contig_1_596,1239,873,1108,1762,448,17,3429,1775,2298,4564,5171,2619,7702,5315,6221,2916,2515,2401,5132,5303,5856,19,51,11,1128,1324,1078
FW510-R12_contig_1_597,615,503,668,919,203,4,1968,938,1033,2366,3630,1852,4295,2980,3824,1712,1672,1451,3546,3636,4335,30,103,32,2573,3081,2820
FW510-R12_contig_1_598,198,116,225,509,181,7,4586,1998,2234,157,178,130,1813,967,2568,5560,3607,3228,4158,4592,5337,55,135,35,20620,23117,18989
FW510-R12_contig_1_599,603,349,509,954,234,9,2204,968,1370,5014,6443,2954,5459,3519,3863,2030,2274,2294,3550,3511,4836,23,105,9,1245,1206,1173
FW510-R12_contig_1_6,8964,5861,8855,10895,2534,98,19395,9554,15906,59722,65000,34385,56467,37514,46305,15495,18185,21368,38383,36542,54295,44,92,32,4078,3874,3308
FW510-R12_contig_1_60,151,90,103,226,70,1,562,277,469,489,680,323,1238,700,899,513,431,499,1087,1233,1991,6,11,2,359,422,302
FW510-R12_contig_1_600,185,112,157,299,72,2,551,289,402,831,929,470,1234,834,849,480,435,441,803,878,1051,4,8,4,233,226,214
FW510-R12_contig_1_601,114,87,65,149,44,0,254,137,161,349,460,214,492,352,400,215,154,178,403,406,396,20,40,7,164,151,138
FW510-R12_contig_1_602,626,401,590,823,187,10,1396,819,974,2549,3345,1502,4064,2856,3125,1313,1188,1087,3345,3395,5024,30,84,25,4204,4379,3841
FW510-R12_contig_1_603,111,48,87,144,30,1,174,103,121,281,456,240,447,287,455,163,167,176,312,355,585,1,2,6,109,85,65
FW510-R12_contig_1_604,65,60,80,57,15,0,113,70,54,136,103,78,258,173,264,92,105,72,206,221,340,5,4,0,166,175,148
FW510-R12_contig_1_605,1362,1193,1438,1977,343,10,7202,3573,4142,6031,9018,3901,22275,15047,18035,6145,5212,4975,29138,28663,39830,227,625,121,50973,53136,51350
FW510-R12_contig_1_606,1025,830,1315,1178,260,9,3014,1399,1828,8463,11241,5125,15042,10825,11323,2648,2322,2059,10379,10269,16053,28,159,24,7948,8287,7228
FW510-R12_contig_1_607,329,191,350,361,82,2,674,280,321,1484,1735,865,1725,1136,1574,525,438,481,1220,1287,1731,0,18,1,357,369,310
FW510-R12_contig_1_608,265,203,330,357,103,3,862,388,414,1942,2363,1081,2154,1522,1770,700,639,708,1426,1457,1829,18,28,13,484,484,451
FW510-R12_contig_1_609,437,330,458,636,188,2,1094,614,751,1976,3175,1520,3024,1967,2368,1012,1027,1182,2018,2240,3344,5,6,2,797,976,792
FW510-R12_contig_1_61,211,71,92,18,5,1,118,83,109,237,96,43,169,98,128,109,92,91,236,233,274,0,3,0,623,615,385
FW510-R12_contig_1_610,29,24,38,36,8,1,65,28,15,113,174,86,152,102,133,57,62,42,97,119,128,2,1,2,26,34,34
FW510-R12_contig_1_611,60,53,59,97,32,0,264,137,184,447,575,257,660,451,598,291,280,285,473,502,748,1,11,2,106,121,103
FW510-R12_contig_1_612,1225,831,1365,1660,389,19,3238,1244,1672,10337,11799,5428,8518,5659,6203,2548,2713,2676,4604,4383,6000,30,202,23,893,886,737
FW510-R12_contig_1_613,52,46,56,85,28,0,148,90,89,222,340,105,342,236,338,158,81,115,226,303,318,6,12,0,115,101,121
FW510-R12_contig_1_614,43,21,34,36,12,0,42,36,50,88,107,55,167,110,123,57,60,47,141,106,161,2,2,2,60,59,64
FW510-R12_contig_1_615,95,50,96,86,27,2,150,81,119,289,411,182,359,232,330,89,71,90,266,297,415,16,8,7,128,138,134
FW510-R12_contig_1_616,297,222,256,295,98,1,473,268,307,761,1108,478,1223,795,826,345,322,261,751,888,1173,15,11,3,514,538,453
FW510-R12_contig_1_617,41,38,37,170,104,3,2107,1183,1712,51,54,43,335,155,347,1354,1124,1079,1033,1401,2073,133,106,69,1114,897,622
FW510-R12_contig_1_618,523,287,937,1833,214,6,2869,1451,1861,140,201,90,220,151,158,1898,1796,2099,3053,2508,1836,103,122,42,3389,3801,2847
FW510-R12_contig_1_619,88,56,127,444,31,3,672,316,482,23,23,12,42,37,38,385,362,366,666,505,493,19,39,14,1104,1286,940
FW510-R12_contig_1_62,133,40,23,27,13,0,89,39,70,58,52,18,76,37,78,65,52,59,120,133,178,2,5,0,315,328,291
FW510-R12_contig_1_620,1485,677,2446,5457,478,25,9142,4967,6557,504,621,231,631,463,511,6572,6043,6074,10237,7329,5808,198,358,111,18067,19835,15947
FW510-R12_contig_1_621,2561,1422,4827,7263,576,26,16759,9039,12491,803,1055,460,1275,901,941,13189,12993,11360,21534,15287,10670,266,531,126,35477,39631,33110
FW510-R12_contig_1_622,2231,1292,5068,4565,303,12,12068,6287,9083,832,1154,370,991,656,764,11798,11393,11486,16759,12153,9307,670,893,310,36936,44216,36317
FW510-R12_contig_1_623,1181,701,3106,2641,244,9,7470,3917,4679,393,597,232,529,339,425,5488,5795,5397,9696,6991,5457,188,260,127,27936,33039,26753
FW510-R12_contig_1_624,851,514,2414,2475,153,7,7130,3560,3924,350,374,155,498,365,399,4467,4361,4457,9223,5585,5094,160,133,86,20255,27223,21841
FW510-R12_contig_1_625,2590,892,2580,2722,233,13,7690,5441,6230,405,468,243,662,445,546,6559,6454,6021,9608,6671,5781,381,165,155,25383,30101,25643
FW510-R12_contig_1_626,3115,1203,4114,1584,166,6,3394,2887,4821,322,407,137,568,412,461,3249,3234,3845,7216,5077,5046,104,124,54,23070,30784,25345
FW510-R12_contig_1_627,1963,1607,6133,1872,309,8,8979,2778,1971,2251,1043,460,1499,1122,804,4918,3223,2284,8883,5702,3432,196,642,135,24106,36491,28042
FW510-R12_contig_1_628,471,375,458,446,208,7,908,538,548,1050,859,459,1576,1082,1121,699,416,486,920,1114,1513,28,17,15,989,1421,1119
FW510-R12_contig_1_629,33,27,31,56,12,1,82,58,60,87,81,49,156,90,100,65,98,63,176,145,196,0,0,1,81,104,103
FW510-R12_contig_1_63,219,129,94,42,20,0,143,96,134,115,150,86,197,147,186,130,180,141,227,304,443,3,4,2,371,397,305
FW510-R12_contig_1_630,1550,1041,1446,1776,371,24,3398,1706,2306,3649,3752,1851,6750,4180,5993,2770,2248,2386,6637,6921,9154,48,53,21,2451,2798,2389
FW510-R12_contig_1_631,1337,767,1361,1255,324,19,1998,1096,1357,2332,3025,1454,3957,2685,3314,1715,1685,1617,3855,3885,5438,42,104,26,1113,1245,1028
FW510-R12_contig_1_632,243,167,211,327,75,0,915,467,646,855,837,433,1145,731,889,473,361,338,846,1030,1658,16,15,12,707,574,512
FW510-R12_contig_1_633,45,56,52,108,19,2,186,108,148,134,170,95,268,183,285,134,81,92,235,212,451,8,4,1,147,150,117
FW510-R12_contig_1_634,1177,569,1049,468,90,6,895,571,849,983,1445,598,1263,809,1100,887,1126,1320,928,995,1531,4,32,1,356,454,372
FW510-R12_contig_1_635,673,440,1197,372,71,4,729,280,370,610,824,316,705,477,557,477,490,456,418,528,796,13,72,8,246,292,229
FW510-R12_contig_1_636,1254,975,2449,1368,242,8,3955,1432,1534,3869,3184,1323,4295,2698,3033,2304,1839,1816,1982,2613,2914,18,416,23,935,1173,860
FW510-R12_contig_1_637,626,394,592,1606,461,16,3376,1542,2585,8473,12423,5620,7278,4614,4780,2439,2987,3634,3853,4502,6681,11,48,9,484,472,465
FW510-R12_contig_1_638,1204,781,1226,1910,463,7,3166,1292,1404,11046,13868,5698,6773,4360,5474,3078,3286,3442,3409,3596,4637,30,204,20,542,445,512
FW510-R12_contig_1_639,2219,1385,2078,3786,748,18,8078,3923,5643,9993,11653,5875,16401,10698,13418,6561,6950,7528,10227,10846,16085,25,106,19,1991,1843,1737
FW510-R12_contig_1_64,3685,2204,2275,1279,294,11,3189,1561,1986,7670,7275,3195,7669,5014,5942,2904,2341,2659,6264,5797,8433,26,88,21,3196,3671,2842
FW510-R12_contig_1_640,504,285,461,629,181,3,1069,481,526,1550,2132,1009,2370,1396,1774,1003,959,907,1401,1475,1438,3,27,1,246,214,186
FW510-R12_contig_1_641,921,596,1015,1142,235,6,2040,728,844,3326,4090,2211,4601,3115,3984,1538,1579,1440,2869,2901,4036,40,90,10,579,518,453
FW510-R12_contig_1_642,851,555,658,699,167,5,959,431,615,2784,3289,1684,3741,2570,3130,877,874,918,2194,2145,2871,15,86,9,326,285,293
FW510-R12_contig_1_643,450,253,334,356,71,8,387,252,284,1282,1808,928,1879,1290,1464,368,410,361,1028,1118,1446,4,13,4,96,101,103
FW510-R12_contig_1_644,479,355,468,525,112,9,836,437,592,948,1319,675,1944,1373,1699,631,591,565,1559,1684,2372,29,37,12,1208,1355,1107
FW510-R12_contig_1_645,128,120,135,221,37,2,300,151,243,454,610,296,649,395,550,243,224,214,386,490,594,7,3,8,135,153,130
FW510-R12_contig_1_646,81,53,61,106,27,0,167,98,141,154,193,104,349,241,309,126,123,141,231,300,451,3,5,1,139,166,145
FW510-R12_contig_1_647,800,525,835,982,206,4,2225,1083,1283,3141,4069,2044,5273,3543,3939,1882,1746,1633,3593,3849,5195,20,71,11,1053,1228,921
FW510-R12_contig_1_648,556,405,510,702,132,4,1284,628,880,1397,1930,911,2854,1871,2172,1106,902,885,2504,2869,3712,51,89,25,3366,3463,3133
FW510-R12_contig_1_649,60,48,72,143,58,0,813,378,416,63,61,37,437,255,670,873,470,509,663,1099,1467,9,6,1,6504,6739,6251
FW510-R12_contig_1_65,261,156,171,188,56,4,501,226,347,652,730,348,1069,674,903,388,288,293,787,817,1118,19,31,11,335,355,344
FW510-R12_contig_1_650,148,103,148,198,62,0,587,379,536,517,634,311,988,641,840,520,614,607,877,1063,1303,19,36,9,1407,1406,1251
FW510-R12_contig_1_651,4,5,4,5,1,0,12,8,11,29,41,11,29,29,21,10,9,9,18,27,34,0,0,1,7,13,15
FW510-R12_contig_1_652,98,82,62,102,21,0,156,95,132,157,196,80,301,205,289,128,68,104,237,271,423,4,10,4,164,187,178
FW510-R12_contig_1_653,102,63,97,152,25,2,227,141,195,222,257,129,554,327,465,183,151,138,412,517,616,2,9,0,152,174,119
FW510-R12_contig_1_654,42,21,21,33,5,0,36,29,28,89,78,37,89,68,103,52,47,41,85,91,166,1,1,0,47,68,53
FW510-R12_contig_1_655,36,46,38,56,8,1,48,37,50,109,122,66,173,120,156,50,24,65,135,163,221,1,7,2,69,102,104
FW510-R12_contig_1_656,166,101,142,138,29,0,311,117,181,211,314,133,591,373,474,190,201,150,486,494,610,4,5,1,247,276,213
FW510-R12_contig_1_657,679,532,631,848,254,2,1477,807,1035,1665,2132,1016,3136,2214,2357,1257,1098,1180,2486,2654,3696,9,26,6,1877,1820,1447
FW510-R12_contig_1_658,513,435,478,541,143,5,1226,590,772,1368,1583,833,2397,1686,2053,932,822,752,1861,1930,2829,24,62,20,1054,1273,892
FW510-R12_contig_1_659,309,198,336,393,116,5,748,381,409,821,1225,586,1371,931,1120,686,478,501,1074,1227,1512,8,26,4,233,292,245
FW510-R12_contig_1_66,1421,966,928,1197,211,8,2008,1298,1418,1535,2367,1358,5517,4272,5019,1721,1323,1239,4648,4863,7635,37,66,14,3135,3189,3249
FW510-R12_contig_1_660,70,41,89,122,51,3,887,376,509,50,88,33,558,300,642,739,627,467,925,1181,1912,39,36,25,7077,6948,5316
FW510-R12_contig_1_661,678,528,687,827,167,10,808,388,484,4119,5713,2742,5018,3602,3344,652,656,682,2262,2176,2658,7,26,5,343,380,296
FW510-R12_contig_1_662,184,119,209,364,159,6,2376,1167,1540,263,237,139,1409,810,1576,1990,1664,1442,2129,2525,3697,23,41,17,8542,9140,6066
FW510-R12_contig_1_663,268,185,257,555,275,5,3538,1949,3287,279,303,164,2032,1015,2079,2844,2985,3099,2996,3169,5725,47,67,42,12632,13397,9296
FW510-R12_contig_1_664,159,112,136,396,190,13,2666,1680,2297,193,227,100,1241,605,1268,2484,2534,2613,1744,2216,3251,75,61,36,7471,8179,6067
FW510-R12_contig_1_665,164,90,160,317,143,6,1946,1009,1255,163,195,111,962,483,834,1713,1594,1819,1216,1536,2404,30,36,19,2316,2507,1762
FW510-R12_contig_1_666,162,81,148,249,86,2,1012,550,704,379,467,266,805,553,855,980,977,970,1090,1197,1803,15,19,3,1322,1422,1077
FW510-R12_contig_1_667,6,6,5,24,0,0,27,12,21,23,18,7,23,26,17,17,29,21,14,30,48,1,1,1,33,18,23
FW510-R12_contig_1_668,192,224,194,345,81,2,695,363,446,985,1430,617,2243,1596,1643,553,393,485,2011,2212,3307,48,114,13,3463,3124,3189
FW510-R12_contig_1_669,432,232,322,492,110,5,739,398,563,1034,1332,706,2077,1427,1602,667,575,563,1429,1541,1994,20,16,10,666,783,637
FW510-R12_contig_1_67,1465,1016,822,1206,162,10,2222,1521,1884,2149,3210,1773,6571,5366,6180,1823,1535,1438,6965,6928,8595,108,186,60,4688,4760,5065
FW510-R12_contig_1_670,293,248,283,377,104,1,726,386,460,624,993,444,2027,1394,1364,599,540,484,1606,1584,2098,20,54,16,533,702,516
FW510-R12_contig_1_671,575,394,545,715,144,3,1414,791,895,1225,1544,715,3400,2389,2786,1375,1010,926,2740,2846,3683,14,62,11,1241,1630,1177
FW510-R12_contig_1_672,1295,918,1367,1186,297,17,1667,781,1025,6039,7618,3756,7120,4803,5309,1232,1167,1178,4268,3717,4790,20,56,22,742,844,643
FW510-R12_contig_1_673,1207,963,1317,1453,376,11,3829,1511,1869,5992,6755,3556,8233,5545,7298,3225,3287,3227,5421,5337,7464,30,250,23,1503,1713,1306
FW510-R12_contig_1_674,8,7,6,18,9,1,33,19,41,76,92,43,77,64,62,29,24,26,70,86,108,5,7,1,28,64,36
FW510-R12_contig_1_675,193,142,186,210,69,2,519,236,368,702,721,437,965,661,798,425,292,349,622,724,1145,25,30,9,403,420,391
FW510-R12_contig_1_676,1593,1156,1498,2165,823,48,6002,4019,4304,6140,5044,4028,14397,10015,14495,6351,3876,4640,9664,10315,16532,1802,1899,1163,6184,4933,4422
FW510-R12_contig_1_677,203,120,130,230,52,3,384,255,281,664,772,521,959,631,932,320,319,290,538,677,1107,4,13,3,171,182,135
FW510-R12_contig_1_678,223,195,223,1617,562,19,7385,3870,5429,277,234,148,18933,13655,14945,6846,6389,5715,17659,18066,26153,408,592,152,28103,33010,27245
FW510-R12_contig_1_679,203,180,209,1316,445,10,6928,3725,4107,180,234,132,17417,11819,14971,6039,5004,4489,17113,17247,24329,158,493,100,43874,53718,47319
FW510-R12_contig_1_68,1592,1072,1103,1584,218,10,4373,2325,2627,2338,3848,2081,8961,7476,8508,3344,2827,2322,10648,10433,14357,126,318,70,9254,9647,9803
FW510-R12_contig_1_680,112,77,121,119,45,5,436,181,321,829,561,305,1389,932,760,273,203,180,645,737,1023,10,28,6,326,397,339
FW510-R12_contig_1_681,103,68,95,128,25,2,160,87,125,318,432,229,475,343,387,133,155,118,369,394,533,4,2,1,95,154,111
FW510-R12_contig_1_682,133,88,96,135,24,1,194,96,145,316,413,205,491,337,415,163,144,129,324,360,585,1,3,0,201,182,178
FW510-R12_contig_1_683,203,97,183,152,53,1,274,99,176,590,940,404,748,563,657,234,168,228,495,571,685,6,8,2,130,126,106
FW510-R12_contig_1_684,584,415,715,791,210,7,1446,618,771,3100,3994,1918,3466,2321,2677,1146,1130,1220,2295,2283,3401,6,34,1,543,637,539
FW510-R12_contig_1_685,287,170,268,378,127,1,756,390,575,1422,1914,894,2187,1488,1514,652,620,755,1442,1593,2098,17,8,11,492,506,453
FW510-R12_contig_1_686,190,186,393,340,63,1,379,160,329,594,677,313,925,680,573,316,273,298,567,711,1148,23,9,6,186,264,164
FW510-R12_contig_1_687,157,131,498,380,35,4,341,164,204,254,316,194,561,487,234,316,230,158,283,632,1082,1,6,2,295,369,319
FW510-R12_contig_1_688,1390,933,1359,1578,347,15,3161,1395,1930,4926,5757,2956,8529,5771,6830,2684,2472,2349,6412,6164,8484,48,115,48,1503,1742,1448
FW510-R12_contig_1_689,357,328,362,473,112,5,1008,532,651,1856,1462,759,2459,1758,2055,733,623,633,1959,2015,2711,32,43,20,1091,1355,1217
FW510-R12_contig_1_69,340,276,227,380,72,1,1097,723,835,597,823,512,2113,1761,2014,1061,853,656,2244,2622,2883,51,44,10,2682,2664,2512
FW510-R12_contig_1_690,53,34,40,65,18,1,247,138,191,1785,1203,583,1170,911,566,190,109,192,514,578,962,871,599,452,898,1157,780
FW510-R12_contig_1_691,107,73,96,108,12,0,293,131,158,760,817,428,995,635,691,218,207,167,674,739,1160,15,26,4,913,1057,765
FW510-R12_contig_1_692,12,7,8,15,7,0,31,15,24,77,102,42,144,82,113,39,33,27,75,116,176,0,0,1,83,111,71
FW510-R12_contig_1_693,124,101,87,118,28,0,229,114,147,467,537,314,824,562,642,180,139,189,631,704,923,12,32,5,481,472,490
FW510-R12_contig_1_694,437,236,373,405,89,3,628,432,490,810,1269,622,1503,1123,1318,606,502,613,1227,1388,1966,11,11,6,319,322,284
FW510-R12_contig_1_695,128,96,97,302,71,2,331,246,337,542,821,425,968,634,766,340,297,398,694,704,1119,10,12,10,190,192,172
FW510-R12_contig_1_696,394,245,292,651,132,3,1236,569,1121,2160,2458,1110,3102,1994,2776,945,1051,1096,2764,2976,4207,1258,834,583,756,759,768
FW510-R12_contig_1_697,275,216,250,509,113,5,1218,651,933,3056,3278,1529,4036,2634,2479,1100,1022,1265,2281,2514,3503,17,36,6,645,833,687
FW510-R12_contig_1_698,701,426,771,921,210,3,2200,985,1105,4413,5084,2574,5746,3933,4716,2020,2002,1769,3848,3621,5199,27,127,16,1030,1206,1044
FW510-R12_contig_1_699,374,241,319,324,89,5,628,330,392,2010,2608,1283,2214,1623,2032,580,549,527,1364,1496,1798,16,36,7,376,382,372
FW510-R12_contig_1_7,6906,4339,7323,5687,1523,44,10492,4472,5510,30093,32619,16148,26814,18281,21179,8889,8880,7940,13137,12787,19932,16,141,9,1976,1886,1435
FW510-R12_contig_1_70,398,313,349,442,63,4,375,292,353,1032,1446,701,1115,906,1090,402,398,362,1127,1099,1225,7,21,4,231,165,183
FW510-R12_contig_1_700,407,305,358,441,117,8,893,520,576,1347,1617,744,2092,1569,1806,812,686,690,1508,1678,2096,8,24,2,777,895,777
FW510-R12_contig_1_701,682,462,571,910,274,11,1503,950,1178,3351,3526,1558,4432,3109,3534,1296,1406,1382,3171,3527,5305,27,49,24,3434,3462,3181
FW510-R12_contig_1_702,503,396,559,508,134,5,841,458,498,1552,2130,1049,2655,1839,2110,723,700,694,1901,2107,2668,16,30,7,476,508,447
FW510-R12_contig_1_703,1265,950,1330,1500,386,16,3319,1541,2136,5334,6024,2855,8267,5586,6351,2523,2441,2296,6274,6043,7841,17,79,18,1940,2059,1909
FW510-R12_contig_1_704,509,367,546,385,108,3,624,373,496,556,917,398,1313,901,1090,466,405,314,1078,1241,1824,24,10,6,863,991,830
FW510-R12_contig_1_705,23,22,28,19,8,0,22,17,9,62,105,45,77,64,47,20,11,27,54,57,67,0,1,0,8,11,12
FW510-R12_contig_1_706,94,62,50,73,20,0,107,63,74,288,357,164,307,229,215,80,75,72,183,220,337,5,6,1,35,48,42
FW510-R12_contig_1_707,308,239,305,353,104,3,658,295,364,1158,1440,691,1801,1201,1339,498,521,464,1189,1285,2033,26,43,12,466,590,453
FW510-R12_contig_1_708,659,538,664,786,157,8,1567,876,987,1699,2516,1184,3611,2422,2942,1344,1170,1213,2876,3008,3677,32,52,25,1631,1934,1573
FW510-R12_contig_1_709,227,142,264,293,63,0,566,342,379,729,766,392,1433,1022,1245,470,512,579,1274,1341,1511,16,22,8,905,1200,1003
FW510-R12_contig_1_71,1496,1165,1302,1440,295,15,1837,1179,1517,4861,5314,2925,6362,5063,5200,1516,1599,1481,6244,5031,6548,21,47,12,818,799,909
FW510-R12_contig_1_710,284,177,215,326,68,2,494,273,319,523,764,331,5107,4146,4526,465,380,469,1132,1486,2392,22,26,8,461,521,417
FW510-R12_contig_1_711,1247,780,1290,1919,301,20,3141,1644,1881,2028,3037,1479,5464,3225,4584,2519,2259,2154,4512,4650,6374,41,74,12,1961,2092,1713
FW510-R12_contig_1_712,2451,1834,2384,3806,690,31,8054,4017,5219,6460,6565,3535,13707,8138,12274,5609,5234,5139,13554,13441,19194,12,27,18,4627,5010,4810
FW510-R12_contig_1_713,512,396,486,649,150,11,1237,550,855,2279,2584,1337,2986,2148,2242,872,849,791,2014,2219,3349,24,45,6,861,1001,776
FW510-R12_contig_1_714,922,569,820,839,179,7,1446,747,937,2453,3313,1567,4238,2777,3388,1357,1032,1172,3086,3116,4242,16,65,14,1062,1229,1016
FW510-R12_contig_1_715,1079,763,1036,1185,263,9,2255,1098,1375,5354,6556,3086,6615,4810,5112,2151,1986,2065,4558,4905,6880,88,105,48,2040,2082,1834
FW510-R12_contig_1_716,180,124,157,188,45,1,412,214,241,437,684,309,1075,684,935,429,384,368,871,881,1088,4,16,2,259,359,276
FW510-R12_contig_1_717,226,198,255,332,77,2,711,365,474,1293,1360,715,1785,1271,1424,600,590,532,1131,1184,1622,8,20,8,808,947,803
FW510-R12_contig_1_718,183,117,159,221,56,0,388,194,201,469,499,255,745,534,556,325,260,264,635,689,1014,7,11,1,533,572,473
FW510-R12_contig_1_719,861,627,869,923,251,13,1590,900,1067,2841,4110,1988,4345,2948,3617,1429,1312,1302,3023,3174,4630,16,51,11,723,900,696
FW510-R12_contig_1_72,1302,819,880,1077,199,12,1509,993,1177,2530,3663,2019,4629,3654,4071,1287,1131,1013,4259,3946,4867,54,112,21,1412,1345,1402
FW510-R12_contig_1_720,162,122,170,184,54,0,286,172,218,384,460,198,636,484,605,280,218,199,675,724,966,3,7,1,465,482,403
FW510-R12_contig_1_721,160,104,119,203,46,2,407,214,322,821,837,393,1045,673,824,328,337,298,738,726,1157,65,59,28,292,307,269
FW510-R12_contig_1_722,200,157,233,271,57,2,604,252,334,1216,1418,640,1750,1304,1291,478,447,455,1172,1229,2084,9,36,4,823,772,754
FW510-R12_contig_1_723,118,87,116,141,27,7,339,157,232,580,593,332,796,648,641,247,206,232,768,749,890,8,16,8,537,490,495
FW510-R12_contig_1_724,133,99,148,146,30,0,186,104,133,285,435,200,541,320,482,126,90,129,385,412,564,4,3,1,109,144,150
FW510-R12_contig_1_725,108,89,86,97,24,0,122,71,84,227,407,180,436,291,463,91,104,123,344,427,573,2,7,1,77,105,89
FW510-R12_contig_1_726,281,209,294,302,60,1,346,214,235,757,1133,501,1123,820,884,328,276,304,811,921,1348,10,24,2,286,262,257
FW510-R12_contig_1_727,105,62,103,130,32,0,207,104,129,360,456,245,590,389,468,214,168,142,415,479,761,1,9,0,163,191,150
FW510-R12_contig_1_728,173,123,142,176,68,1,273,210,254,612,587,323,893,574,650,247,242,240,571,625,928,45,29,31,384,445,350
FW510-R12_contig_1_729,2744,2008,2895,3781,1039,44,9636,4781,6219,17065,14345,6328,18641,12362,13954,7361,7026,6635,16007,14981,20605,358,538,196,9926,10826,8801
FW510-R12_contig_1_73,1798,1244,1150,1517,215,11,2316,1289,1863,3292,3682,2095,6435,5284,6661,2011,1732,1553,7297,5625,6211,53,216,26,2489,2489,2648
FW510-R12_contig_1_730,489,335,581,848,324,26,2814,1007,1637,6850,7239,3672,4415,2974,3990,2620,2869,3166,2670,3069,2141,24,24,11,632,812,692
FW510-R12_contig_1_731,2030,1290,2052,3673,1273,37,9994,4997,7384,22698,24758,12048,17676,11430,14227,8600,10332,11655,11533,11748,16739,9,23,9,2317,2319,1975
FW510-R12_contig_1_732,627,444,692,1477,355,17,3667,1700,3106,6232,8136,3786,9154,5457,7004,3684,4196,4418,6125,6349,8278,17,74,13,886,1073,969
FW510-R12_contig_1_733,305,175,354,486,110,15,971,433,578,1973,3026,1267,1897,1274,1599,1073,1115,1225,1189,1322,1801,4,34,4,164,175,135
FW510-R12_contig_1_734,515,375,606,700,197,1,1464,579,701,2587,3218,1471,3140,2095,2248,1290,1137,1208,1809,1848,2431,18,47,19,304,288,248
