target_id,X_3H11_A_T42_repeat_L1,X_3H11_B_T42_repeat_L1,X_3H11_C_T42_repeat_L1,X_SynCom_A_T42_repeat_L1,X_SynCom_B_T42_repeat_L1,X_SynCom_C_T42_repeat_L1,X_3H11_A_T53_repeat_L1,X_3H11_B_T53_repeat_L1,X_3H11_C_T53_repeat_L1,X_SynCom_A_T53_repeat_L1,X_SynCom_B_T53_repeat_L1,X_SynCom_C_T53_repeat_L1,X_SynCom_A_T71_repeat_L1,X_SynCom_B_T71_repeat_L1,X_SynCom_C_T71_repeat_L1,X_SynCom_A_T95_repeat_L1,X_SynCom_B_T95_repeat_L1,X_SynCom_C_T95_repeat_L1,X_SynCom_A_T142_repeat_L1,X_SynCom_B_T142_repeat_L1,X_SynCom_C_T142_repeat_L1
GW101-3H11_contig_1_3431,188,241,215,209,266,232,12,5,1,72,29,3,219,127,90,92,128,111,18,31,9
GW101-3H11_contig_1_3432,83,124,96,122,121,120,0,3,8,24,6,0,76,37,62,32,29,30,60,46,31
GW101-3H11_contig_1_3433,75,90,92,103,123,141,6,20,17,45,21,0,52,21,39,40,44,42,5,4,6
GW101-3H11_contig_1_3434,390,425,349,439,540,595,16,15,9,191,55,5,265,144,160,124,99,116,16,12,17
GW101-3H11_contig_1_3435,382,421,497,501,536,592,13,18,27,130,29,1,200,87,133,147,97,111,19,21,5
GW101-3H11_contig_1_3436,173,254,237,267,302,306,23,13,31,72,16,1,91,35,36,62,53,52,9,6,9
GW101-3H11_contig_1_3437,75,97,60,111,126,142,0,0,1,7,1,0,19,9,10,27,7,16,4,1,3
GW101-3H11_contig_1_3438,31,51,54,80,93,85,1,1,0,3,3,1,16,15,11,10,2,7,39,20,15
GW101-3H11_contig_1_3439,195,144,158,272,228,346,20,10,5,120,31,3,109,88,80,90,95,67,8,7,13
GW101-3H11_contig_1_344,363,477,497,458,485,475,24,15,23,46,22,0,50,30,31,81,19,53,22,11,10
GW101-3H11_contig_1_3440,215,240,184,228,227,281,7,20,2,83,25,1,118,93,96,57,62,93,18,22,16
GW101-3H11_contig_1_3441,297,307,263,344,403,440,15,23,18,120,27,0,252,125,119,132,110,152,5,1,4
GW101-3H11_contig_1_3442,264,248,230,330,373,376,11,8,10,91,28,0,106,60,51,100,73,75,7,1,4
GW101-3H11_contig_1_3443,109,124,129,128,165,193,5,0,13,35,12,0,36,14,21,33,41,16,24,15,6
GW101-3H11_contig_1_3444,13,11,10,18,7,10,7,2,1,4,4,0,5,6,13,8,8,12,812,431,456
GW101-3H11_contig_1_3445,592,534,495,502,594,774,11,18,12,209,81,3,287,145,177,178,146,145,118,58,63
GW101-3H11_contig_1_3446,870,849,769,859,1012,1160,23,16,12,310,125,8,533,345,381,330,262,255,77,59,40
GW101-3H11_contig_1_3447,703,727,651,545,559,762,100,59,86,342,122,6,433,271,279,259,234,191,134,102,67
GW101-3H11_contig_1_3448,1085,1243,1067,1080,1350,1596,120,81,52,696,187,4,1298,754,726,984,856,841,70,74,33
GW101-3H11_contig_1_3449,108,101,91,120,111,126,18,12,28,48,30,3,62,68,52,48,34,29,24,23,13
GW101-3H11_contig_1_345,670,709,835,396,499,2115,483,343,379,1600,428,15,961,748,655,458,438,484,41,52,18
GW101-3H11_contig_1_3450,96,102,79,97,103,166,36,62,28,116,35,2,124,101,93,95,102,91,123,79,99
GW101-3H11_contig_1_3451,90,109,96,122,91,126,16,19,39,54,19,2,37,34,28,37,21,18,27,25,17
GW101-3H11_contig_1_3452,2,3,4,4,3,0,2,2,2,4,1,0,3,4,3,0,2,1,11,3,5
GW101-3H11_contig_1_3453,39,56,54,41,44,63,4,10,7,19,11,0,20,20,23,22,25,13,17,10,3
GW101-3H11_contig_1_3454,186,218,122,205,304,397,28,37,27,107,51,8,191,127,152,198,161,162,103,73,48
GW101-3H11_contig_1_3455,20,19,26,6,16,32,6,5,3,11,3,0,10,4,15,17,1,6,9,6,5
GW101-3H11_contig_1_3456,21,32,35,27,23,32,3,3,11,12,6,0,26,17,9,1,18,19,7,7,2
GW101-3H11_contig_1_3457,53,62,70,52,68,72,5,9,7,27,11,0,57,36,32,27,30,37,42,34,23
GW101-3H11_contig_1_3458,230,254,234,182,220,268,20,30,46,114,46,1,160,112,110,90,89,94,414,308,240
GW101-3H11_contig_1_3459,2208,2537,2289,1937,2141,2515,235,335,364,930,297,17,1263,734,771,845,743,671,168,148,100
GW101-3H11_contig_1_346,397,568,553,336,493,1510,102,78,109,1096,258,11,948,566,577,382,404,501,1101,871,529
GW101-3H11_contig_1_3460,1705,3258,4056,3718,4529,4316,112,113,109,997,290,17,2031,1035,935,2315,2329,2514,1572,1913,1035
GW101-3H11_contig_1_3461,24,35,45,41,30,33,8,0,1,13,4,0,18,21,13,19,40,13,25,36,13
GW101-3H11_contig_1_3462,94,94,76,90,64,100,13,20,21,65,18,2,77,55,50,38,52,50,33,37,14
GW101-3H11_contig_1_3463,85,77,71,80,102,121,11,21,12,50,32,1,57,47,45,61,84,70,10,15,13
GW101-3H11_contig_1_3464,52,68,70,61,91,105,5,15,13,49,22,1,63,44,58,52,55,63,23,28,9
GW101-3H11_contig_1_3465,56,41,42,26,58,38,10,13,16,74,28,2,34,35,28,49,44,46,29,16,13
GW101-3H11_contig_1_3466,41,43,53,78,61,73,6,13,4,25,9,0,28,11,17,15,2,11,26,16,6
GW101-3H11_contig_1_3467,1453,1368,1269,1683,1640,1980,124,127,102,919,268,11,881,443,525,454,439,484,271,237,142
GW101-3H11_contig_1_3468,232,296,284,330,336,342,6,5,7,85,44,1,226,112,125,163,158,170,550,686,303
GW101-3H11_contig_1_3469,130,124,116,134,179,164,15,8,16,39,12,1,40,18,29,48,28,49,194,89,82
GW101-3H11_contig_1_347,159,180,187,81,108,428,127,64,155,321,108,4,236,118,135,137,87,98,541,265,228
GW101-3H11_contig_1_3470,844,874,823,810,998,1147,103,102,151,262,72,3,268,136,133,354,258,269,60,62,31
GW101-3H11_contig_1_3471,414,366,351,466,555,707,28,57,79,184,46,2,180,88,97,301,165,137,28,35,5
GW101-3H11_contig_1_3472,10828,10768,9360,9920,12317,14194,1447,1884,2610,5817,2290,114,8735,4100,4689,8476,7023,6370,951,971,591
GW101-3H11_contig_1_3473,1214,1351,1233,915,982,1093,100,129,74,459,189,9,938,496,494,608,518,509,167,180,122
GW101-3H11_contig_1_3474,168,213,180,182,181,267,11,9,17,54,14,0,85,61,63,54,30,50,17,19,18
GW101-3H11_contig_1_3475,118,114,103,114,124,154,8,18,29,52,29,0,34,36,35,21,19,15,50,40,42
GW101-3H11_contig_1_3476,48,43,48,21,37,26,5,4,3,26,9,2,27,23,16,12,7,15,3,2,4
GW101-3H11_contig_1_3477,49,54,62,44,46,72,7,9,3,27,5,0,36,27,27,21,38,19,41,23,9
GW101-3H11_contig_1_3478,53,49,47,30,40,52,6,8,2,17,4,0,23,21,16,34,23,13,8,4,2
GW101-3H11_contig_1_3479,77,59,33,49,37,63,1,9,9,32,8,0,48,32,22,21,56,10,4,3,3
GW101-3H11_contig_1_348,270,223,226,247,241,362,60,59,98,82,34,0,124,97,82,147,118,116,29,38,11
GW101-3H11_contig_1_3480,61,43,51,36,21,43,15,17,46,32,9,0,27,25,20,24,15,16,10,10,6
GW101-3H11_contig_1_3481,206,176,159,83,76,148,52,47,130,110,47,2,222,108,126,66,64,100,7,7,3
GW101-3H11_contig_1_3482,168,169,150,77,49,119,33,26,29,93,35,1,161,110,87,55,38,48,15,12,9
GW101-3H11_contig_1_3483,623,532,580,231,198,364,58,68,117,214,92,1,338,267,254,96,165,106,42,38,33
GW101-3H11_contig_1_3484,675,647,588,548,650,753,36,38,9,221,136,7,264,174,183,120,110,67,87,80,84
GW101-3H11_contig_1_3485,39,42,36,147,170,188,3,9,10,9,5,0,23,4,12,42,40,25,4,3,3
GW101-3H11_contig_1_3486,37,37,36,61,87,103,19,16,14,12,5,0,22,21,8,36,14,12,37,9,12
GW101-3H11_contig_1_3487,10,12,19,27,32,30,8,5,5,8,0,1,8,4,9,10,11,5,0,1,2
GW101-3H11_contig_1_3488,7,4,11,15,22,20,0,0,0,2,0,1,1,1,1,14,3,8,0,7,1
GW101-3H11_contig_1_3489,10,8,7,29,36,34,5,2,8,1,1,0,18,4,5,20,12,19,2,13,0
GW101-3H11_contig_1_349,325,293,287,259,287,408,31,25,51,184,39,3,260,147,143,270,256,339,44,37,24
GW101-3H11_contig_1_3490,272,503,415,436,430,406,23,66,100,105,69,5,405,190,201,341,253,294,35,26,16
GW101-3H11_contig_1_3491,7,8,14,7,5,13,3,1,4,1,2,0,1,3,1,0,4,2,0,0,0
GW101-3H11_contig_1_3492,2,0,5,3,1,2,4,0,0,2,1,0,3,3,2,2,0,0,0,1,1
GW101-3H11_contig_1_3493,7,6,7,6,1,6,2,4,20,2,1,0,4,10,2,4,0,3,1,3,2
GW101-3H11_contig_1_3494,7,12,5,5,7,1,2,5,0,1,0,0,11,3,1,0,4,1,4,3,1
GW101-3H11_contig_1_3495,5,4,6,2,3,6,1,2,0,1,1,0,5,0,0,0,0,0,2,0,1
GW101-3H11_contig_1_3496,12,27,9,18,20,10,2,2,8,10,1,0,18,6,6,1,4,9,16,10,16
GW101-3H11_contig_1_3497,553,701,738,468,458,741,116,118,171,412,214,16,967,650,778,338,306,233,61,106,59
GW101-3H11_contig_1_3498,2544,3876,4184,3302,5007,5348,134,378,193,2919,789,54,13696,6702,7780,1456,1416,1908,2832,4014,2131
GW101-3H11_contig_1_3499,689,523,861,2719,2573,3036,123,81,128,1848,802,44,7600,4310,4557,3647,3207,2635,233,246,195
GW101-3H11_contig_1_35,297,371,320,217,243,287,42,48,81,101,48,0,216,138,122,86,77,121,2716,1732,1636
GW101-3H11_contig_1_350,209,207,194,137,139,199,42,30,41,114,36,0,109,107,117,72,69,68,34,35,19
GW101-3H11_contig_1_3500,7,11,17,9,7,4,2,0,3,1,1,0,3,5,9,1,0,6,2,1,2
GW101-3H11_contig_1_3501,32,53,26,28,30,42,4,6,24,16,8,0,19,17,13,9,11,20,2,7,1
GW101-3H11_contig_1_3502,7,13,7,3,10,3,2,2,4,2,1,0,10,0,2,0,7,0,0,4,2
GW101-3H11_contig_1_3503,36,38,25,27,22,19,25,15,7,8,5,0,9,4,3,4,14,6,6,5,0
GW101-3H11_contig_1_3504,53,67,48,97,107,112,0,1,5,22,3,0,16,14,16,18,27,12,10,3,2
GW101-3H11_contig_1_3505,117,116,136,166,181,188,1,1,1,30,22,1,51,40,40,20,16,26,26,17,13
GW101-3H11_contig_1_3506,153,153,149,187,279,242,1,2,5,33,11,0,56,45,42,40,30,32,237,131,169
GW101-3H11_contig_1_3507,193,214,267,252,337,364,6,7,3,54,21,3,94,64,44,63,57,50,169,81,88
GW101-3H11_contig_1_3508,91,92,110,150,158,182,3,1,3,27,23,1,42,28,38,12,16,22,36,32,14
GW101-3H11_contig_1_3509,480,540,374,486,559,515,72,0,72,286,57,6,179,158,122,204,116,194,106,73,50
GW101-3H11_contig_1_351,253,217,191,147,228,231,43,67,112,106,38,4,146,112,84,54,42,63,53,37,21
GW101-3H11_contig_1_3510,1,5,9,7,5,1,2,1,1,1,2,0,2,1,2,2,3,1,98,15,26
GW101-3H11_contig_1_3511,0,2,1,1,2,0,0,5,0,1,0,0,2,0,0,1,0,3,1,0,5
GW101-3H11_contig_1_3512,15,8,13,13,15,9,4,4,0,5,1,0,7,3,2,5,3,5,27,16,10
GW101-3H11_contig_1_3513,6,10,10,6,4,3,3,8,22,2,1,0,0,3,1,5,4,0,1,1,1
GW101-3H11_contig_1_3514,28,17,26,27,17,12,16,15,11,10,1,0,17,6,2,0,6,4,13,6,5
GW101-3H11_contig_1_3515,50,58,56,30,25,42,43,53,53,10,2,0,25,10,14,6,8,7,21,13,19
GW101-3H11_contig_1_3516,83,112,90,122,134,137,0,2,0,26,13,0,37,24,21,35,35,30,10,11,5
GW101-3H11_contig_1_3517,205,183,196,235,275,349,19,12,13,87,35,2,108,71,60,67,72,66,34,27,17
GW101-3H11_contig_1_3518,571,565,555,580,682,694,54,35,63,257,94,5,377,215,258,226,266,264,38,34,24
GW101-3H11_contig_1_3519,197,212,178,125,177,212,62,91,120,108,37,1,80,68,56,41,44,39,45,32,31
GW101-3H11_contig_1_352,246,287,252,348,359,456,29,39,26,117,48,3,154,94,117,85,57,94,39,33,20
GW101-3H11_contig_1_3520,773,790,806,245,355,474,571,474,1025,217,98,6,312,184,179,128,88,98,1769,1274,771
GW101-3H11_contig_1_3521,3209,3094,2934,3480,4101,4849,104,140,122,1223,406,26,1535,881,940,1259,960,932,128,93,57
GW101-3H11_contig_1_3522,416,346,258,383,355,494,43,46,67,191,55,1,181,114,148,120,106,75,37,24,19
GW101-3H11_contig_1_3523,27,18,17,25,17,11,10,2,12,11,6,1,5,4,7,16,0,5,4,4,0
GW101-3H11_contig_1_3524,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
GW101-3H11_contig_1_3525,49,62,38,44,52,84,7,8,6,37,13,1,49,35,27,30,18,25,32,10,23
GW101-3H11_contig_1_3526,6,13,6,8,11,9,0,6,4,8,2,0,14,7,3,2,0,11,5,5,6
GW101-3H11_contig_1_3527,156,193,185,192,239,227,37,71,47,127,50,1,184,133,179,95,108,82,24,32,14
GW101-3H11_contig_1_3528,461,449,356,458,537,632,41,53,41,278,96,6,403,254,283,202,177,181,101,93,56
GW101-3H11_contig_1_3529,108,104,102,152,171,145,4,11,0,64,13,0,59,47,43,39,33,30,11,6,8
GW101-3H11_contig_1_353,414,471,537,343,447,521,137,237,153,456,88,2,326,206,246,310,198,170,127,175,66
GW101-3H11_contig_1_3530,914,799,521,610,711,975,91,61,114,408,172,8,463,362,306,210,231,201,43,25,20
GW101-3H11_contig_1_3531,141,114,84,119,128,157,80,48,78,106,34,2,75,51,65,37,23,26,9,6,10
GW101-3H11_contig_1_3532,2252,2020,1502,1587,1633,2585,318,358,364,1119,376,22,1169,877,866,573,449,440,2090,1330,1339
GW101-3H11_contig_1_3533,180,180,178,143,172,236,76,55,110,143,55,3,102,60,46,63,68,46,24,27,19
GW101-3H11_contig_1_3534,5510,5442,4625,2031,2222,2697,583,1247,1768,986,544,17,2032,1319,1341,859,935,742,67,63,42
GW101-3H11_contig_1_3535,1574,1377,1126,815,826,1374,341,333,565,749,240,10,904,660,564,454,428,477,357,484,219
GW101-3H11_contig_1_3536,1133,1431,1574,1695,1916,1960,31,46,77,255,73,4,240,138,156,261,121,124,74,66,62
GW101-3H11_contig_1_3537,482,624,721,588,647,620,10,18,33,105,28,1,115,50,60,114,66,72,34,33,36
GW101-3H11_contig_1_3538,1423,1859,1907,2136,2255,2643,45,52,66,470,174,17,840,369,394,746,558,528,70,84,54
GW101-3H11_contig_1_3539,287,402,358,277,411,319,58,53,54,122,44,2,157,136,93,131,66,130,58,46,33
GW101-3H11_contig_1_354,77,96,96,256,247,259,4,0,4,19,12,0,25,10,13,12,11,6,6,14,3
GW101-3H11_contig_1_3540,113,146,146,164,182,170,13,3,7,36,17,1,51,22,32,43,37,41,8,19,7
GW101-3H11_contig_1_3541,2004,2439,2323,2656,3353,3423,35,30,33,573,277,12,1137,658,656,1008,887,955,118,70,45
GW101-3H11_contig_1_3542,1660,2203,2103,2668,3200,3372,43,59,55,463,176,9,713,352,309,857,655,646,82,98,42
GW101-3H11_contig_1_3543,34,61,53,86,126,88,2,4,1,5,0,0,7,1,4,25,11,14,8,3,6
GW101-3H11_contig_1_3544,217,212,213,263,287,325,35,24,39,136,47,2,143,114,98,94,44,69,47,38,30
GW101-3H11_contig_1_3545,479,575,530,592,650,693,47,56,82,241,96,6,337,166,223,203,193,176,108,76,66
GW101-3H11_contig_1_3546,338,392,333,374,374,461,9,25,23,152,51,2,226,143,143,175,138,175,448,333,216
GW101-3H11_contig_1_3547,372,432,401,327,383,464,49,102,138,116,61,2,272,243,216,334,264,244,70,62,29
GW101-3H11_contig_1_3548,422,448,380,388,432,480,28,64,106,167,56,1,250,218,175,108,120,166,56,39,26
GW101-3H11_contig_1_3549,785,758,582,438,440,685,239,226,338,388,117,3,418,352,294,193,145,174,128,90,71
GW101-3H11_contig_1_355,19,13,15,3,7,8,1,0,2,6,0,0,3,6,11,2,11,5,1,2,2
GW101-3H11_contig_1_3550,4023,3821,3177,1999,2150,2812,742,912,1073,1886,597,31,1783,1408,1239,905,767,659,362,269,209
GW101-3H11_contig_1_3551,6720,8396,8136,6038,7033,7384,168,226,287,1764,832,39,3354,1813,1844,2750,2573,2369,452,455,246
GW101-3H11_contig_1_3552,3034,3337,3464,2227,2757,3039,129,288,253,715,317,12,960,499,481,950,685,606,109,117,49
GW101-3H11_contig_1_3553,1527,1716,1664,1260,1327,1697,82,61,47,361,206,18,505,290,288,502,283,278,33,51,21
GW101-3H11_contig_1_3554,8217,10014,10250,9625,10843,12124,242,410,436,1914,813,41,2617,1384,1426,2493,1863,1565,247,217,137
GW101-3H11_contig_1_3555,432,608,639,696,846,704,3,16,41,78,29,6,99,67,44,165,89,72,25,17,3
GW101-3H11_contig_1_3556,68,110,106,168,177,169,3,5,2,10,1,0,38,15,12,24,26,11,22,4,7
GW101-3H11_contig_1_3557,83,85,94,107,225,314,11,13,46,28,11,0,21,29,23,23,13,14,14,13,10
GW101-3H11_contig_1_3558,471,526,559,597,702,813,12,24,53,135,60,3,268,151,132,319,195,240,28,37,7
GW101-3H11_contig_1_3559,399,464,485,496,606,741,6,23,15,177,73,5,417,208,226,319,263,293,40,37,35
GW101-3H11_contig_1_356,8,22,6,10,1,8,0,1,7,5,1,0,9,1,3,0,7,3,3,1,0
GW101-3H11_contig_1_3560,653,812,658,522,740,627,54,29,28,363,94,5,478,268,276,242,174,198,2435,2221,1507
GW101-3H11_contig_1_3561,1183,1299,1205,1352,1435,1688,102,196,259,608,278,13,754,540,503,562,440,471,74,101,51
GW101-3H11_contig_1_3562,4692,4936,4522,4420,5381,6435,252,274,215,2271,1092,36,3134,2194,2159,1895,1664,1338,188,224,115
GW101-3H11_contig_1_3563,171,152,129,224,257,282,19,5,25,72,16,5,98,70,57,59,45,67,11,12,5
GW101-3H11_contig_1_3564,231,280,218,326,342,364,39,28,29,120,29,1,94,89,71,50,62,56,397,247,162
GW101-3H11_contig_1_3565,207,222,167,227,243,276,22,28,18,109,39,0,57,36,49,34,29,38,90,68,49
GW101-3H11_contig_1_3566,384,451,420,974,1292,1307,11,16,41,414,108,11,910,537,477,1005,958,882,44,25,17
GW101-3H11_contig_1_3567,51,45,38,86,74,107,6,9,1,27,7,0,29,20,40,11,19,13,14,9,6
GW101-3H11_contig_1_3568,32,44,38,76,82,96,6,5,4,19,9,0,21,13,22,26,13,10,5,2,4
GW101-3H11_contig_1_3569,224,252,239,274,281,372,27,13,18,99,47,0,138,64,68,106,72,78,22,19,3
GW101-3H11_contig_1_357,17,10,17,8,14,18,3,5,5,5,3,0,10,3,5,0,0,6,1,1,3
GW101-3H11_contig_1_3570,1129,1403,1036,765,934,845,191,188,107,542,125,8,773,484,370,472,539,470,261,238,162
GW101-3H11_contig_1_3571,1489,1811,1500,1301,1473,1667,206,186,150,583,167,8,802,489,406,523,428,453,102,100,60
GW101-3H11_contig_1_3572,500,512,415,362,398,587,252,314,348,416,128,8,494,301,315,270,190,151,427,286,287
GW101-3H11_contig_1_3573,252,254,229,106,129,208,148,183,323,154,54,3,170,130,112,105,119,79,515,409,320
GW101-3H11_contig_1_3574,13,11,11,4,12,15,6,13,7,8,6,0,9,10,27,12,15,12,20,9,7
GW101-3H11_contig_1_3575,43,71,88,62,91,60,2,1,2,20,15,1,54,25,22,36,37,55,24,16,11
GW101-3H11_contig_1_3576,1128,1481,1387,1413,1694,1816,71,98,127,443,131,7,751,405,382,685,454,523,111,105,66
GW101-3H11_contig_1_3577,344,413,358,354,515,482,28,26,17,106,41,3,110,72,73,97,81,89,118,60,62
GW101-3H11_contig_1_3578,653,747,540,835,900,1070,14,21,31,405,79,6,316,226,218,232,231,227,517,573,326
GW101-3H11_contig_1_3579,513,649,641,434,505,655,36,35,43,253,76,2,203,131,112,283,206,237,121,137,92
GW101-3H11_contig_1_358,10,14,11,8,8,10,0,5,2,0,0,0,1,2,1,0,0,0,2,0,2
GW101-3H11_contig_1_3580,308,355,271,269,279,377,33,49,72,97,40,2,101,62,78,95,88,66,39,36,16
GW101-3H11_contig_1_3581,38,24,29,23,31,44,1,4,3,18,7,0,31,21,33,16,17,24,7,6,3
GW101-3H11_contig_1_3582,161,193,205,275,264,309,22,16,39,73,37,1,87,61,43,59,72,73,43,32,17
GW101-3H11_contig_1_3583,449,509,427,541,569,689,55,61,67,180,62,5,184,126,92,150,121,106,26,10,15
GW101-3H11_contig_1_3584,124,117,149,149,147,174,17,21,36,37,12,1,28,17,14,33,30,13,10,14,6
GW101-3H11_contig_1_3585,591,651,565,468,503,713,137,157,220,359,121,9,385,250,270,214,120,174,132,86,58
GW101-3H11_contig_1_3586,250,232,281,212,228,290,93,86,172,148,41,3,108,117,102,65,78,74,34,40,20
GW101-3H11_contig_1_3587,244,182,200,264,292,405,12,18,48,78,50,0,143,94,91,80,77,72,195,101,129
GW101-3H11_contig_1_3588,970,917,715,408,483,701,212,134,160,515,159,9,687,489,475,290,243,279,3081,3665,2039
GW101-3H11_contig_1_3589,723,724,610,370,464,589,84,51,53,356,128,7,511,356,361,220,226,226,543,622,470
GW101-3H11_contig_1_359,73,96,89,30,51,53,14,25,35,37,7,1,40,23,23,15,12,22,63,16,34
GW101-3H11_contig_1_3590,935,1076,982,705,898,959,137,131,107,427,121,4,595,364,370,270,202,286,1064,706,736
GW101-3H11_contig_1_3591,1023,1442,1365,1282,1461,1832,56,3,70,401,151,6,844,397,473,313,478,293,158,99,36
GW101-3H11_contig_1_3592,866,1021,762,809,953,1084,30,95,87,279,102,5,368,192,242,235,197,158,46,49,29
GW101-3H11_contig_1_3593,419,402,401,415,395,455,16,17,62,89,24,1,92,73,64,60,59,58,14,8,10
GW101-3H11_contig_1_3594,24,34,16,22,50,38,3,4,5,13,3,0,12,7,14,6,11,13,7,7,3
GW101-3H11_contig_1_3595,24,21,21,16,46,27,2,0,3,16,1,0,12,17,11,11,4,14,3,4,3
GW101-3H11_contig_1_3596,56,66,60,71,116,110,7,5,5,29,12,1,58,47,53,30,39,25,4,3,7
GW101-3H11_contig_1_3597,38,44,49,50,64,71,5,17,9,24,5,0,35,15,15,27,15,27,23,14,9
GW101-3H11_contig_1_3598,25,28,14,45,30,37,0,0,0,16,6,0,26,13,10,7,4,5,37,13,32
GW101-3H11_contig_1_3599,137,137,140,197,188,267,4,18,28,70,30,2,109,49,71,72,63,70,87,55,36
GW101-3H11_contig_1_36,613,584,592,521,455,597,76,68,89,185,78,11,368,255,267,183,175,158,274,325,168
GW101-3H11_contig_1_360,69,84,59,17,30,18,10,13,12,12,5,0,7,2,1,3,0,4,2,3,4
GW101-3H11_contig_1_3600,230,306,339,338,346,349,5,13,12,20,1,0,17,4,13,41,35,19,37,26,22
GW101-3H11_contig_1_3601,347,377,492,430,507,477,1,2,2,42,23,1,34,11,15,67,18,23,45,14,15
GW101-3H11_contig_1_3602,3176,3376,3683,2749,3180,3596,144,192,177,431,299,18,367,172,227,772,447,161,135,88,73
GW101-3H11_contig_1_3603,3878,4200,4583,3514,4132,4576,164,174,166,575,414,15,427,215,236,908,599,336,151,66,80
GW101-3H11_contig_1_3604,6320,7065,7616,5880,7697,8467,183,250,315,991,671,35,1227,477,652,2045,1410,1109,263,208,160
GW101-3H11_contig_1_3605,1085,1348,1373,877,1168,1174,76,57,52,181,133,9,242,95,112,374,205,193,33,13,19
GW101-3H11_contig_1_3606,1848,2304,2542,1731,1964,2127,124,184,190,356,213,10,371,177,181,756,539,475,50,31,15
GW101-3H11_contig_1_3607,1974,2288,2332,1451,1781,2082,145,106,44,385,275,12,316,214,183,517,291,257,66,41,55
GW101-3H11_contig_1_3608,4414,5699,6189,4507,5569,6504,143,104,120,824,703,34,595,322,365,1059,775,602,164,87,96
GW101-3H11_contig_1_3609,10044,12097,13154,8248,8947,10646,1069,1735,2836,2416,1516,53,1803,1010,1133,2331,1711,1202,397,253,209
GW101-3H11_contig_1_361,26,29,18,25,20,41,2,4,2,12,6,0,15,14,10,18,2,4,20,8,5
GW101-3H11_contig_1_3610,6911,8878,10261,6007,6920,8427,302,518,601,1841,1141,58,1738,987,929,2575,1719,1129,187,235,114
GW101-3H11_contig_1_3611,2414,3170,4036,2325,2608,2862,130,165,340,669,395,15,698,382,450,1106,825,573,124,137,80
GW101-3H11_contig_1_3612,5912,8183,10181,6052,7355,7929,363,649,809,1858,1309,42,2624,1373,1461,3227,2400,1646,205,325,92
GW101-3H11_contig_1_3613,2408,3813,4472,2764,3434,3611,72,134,136,737,547,28,1338,720,747,1784,1390,1296,100,95,58
GW101-3H11_contig_1_3614,1163,1686,2142,1304,1422,1602,43,93,123,349,357,9,682,428,360,934,977,1001,108,87,77
GW101-3H11_contig_1_3615,1488,2632,2813,1672,2306,2175,79,119,87,498,327,7,1165,826,719,1509,1286,1870,1126,980,555
GW101-3H11_contig_1_3616,437,449,568,420,436,573,27,48,139,67,52,0,77,61,61,116,93,56,29,47,29
GW101-3H11_contig_1_3617,316,446,389,351,412,551,9,11,48,48,45,2,91,33,26,121,72,54,26,28,17
GW101-3H11_contig_1_3618,932,1128,1215,1049,1175,1425,27,51,128,159,112,4,191,95,106,272,199,149,21,32,17
GW101-3H11_contig_1_3619,3704,5013,5680,5634,6228,7220,314,322,556,1219,1020,46,2098,894,1013,1992,2025,1977,230,296,160
GW101-3H11_contig_1_362,318,273,243,369,515,702,7,16,5,58,64,0,136,74,92,64,37,70,15,13,8
GW101-3H11_contig_1_3620,6731,10738,13168,5513,6827,7051,255,480,274,1704,1158,62,3325,1806,1962,2893,3281,3554,5798,7128,4127
GW101-3H11_contig_1_3621,4472,4087,3118,4284,7584,8140,54,57,47,6138,5016,129,6175,4793,4107,2640,2512,2696,379,530,222
GW101-3H11_contig_1_3622,5266,4585,3451,5641,8741,10123,127,183,237,6053,4029,109,5981,4561,4265,2418,2599,2621,927,1011,523
GW101-3H11_contig_1_3623,6167,5801,4251,6884,11557,11461,93,112,84,5792,3183,158,6613,5475,5399,2778,2701,2963,782,773,493
GW101-3H11_contig_1_3624,4405,4424,3328,5293,8979,9173,32,40,36,3251,1597,103,4249,3311,2911,1840,1816,2065,843,672,469
GW101-3H11_contig_1_3625,42401,40004,29304,48493,72421,82105,1433,959,933,36973,11109,753,37826,22118,23917,14588,13853,13162,4991,4664,2807
GW101-3H11_contig_1_3626,449,458,410,733,860,893,15,32,46,126,33,0,202,126,138,136,125,142,146,97,44
GW101-3H11_contig_1_3627,131,63,59,253,239,879,2,4,6,20,6,0,63,32,29,76,34,50,139,74,64
GW101-3H11_contig_1_3628,239,282,255,315,376,509,43,22,53,74,20,7,127,78,67,113,93,79,32,12,12
GW101-3H11_contig_1_3629,25,55,40,56,67,50,5,3,15,13,1,0,18,15,8,12,22,18,7,1,1
GW101-3H11_contig_1_363,551,519,442,464,612,1004,37,38,58,232,74,2,201,139,133,110,107,126,15,13,8
GW101-3H11_contig_1_3630,8,5,7,15,22,21,2,3,4,3,4,0,6,4,2,0,1,3,2,1,0
GW101-3H11_contig_1_3631,119,158,225,270,309,345,34,88,170,107,31,4,82,34,57,76,38,45,130,78,60
GW101-3H11_contig_1_3632,270,343,301,464,568,695,17,40,43,237,73,6,318,189,191,196,217,183,106,57,75
GW101-3H11_contig_1_3633,543,590,564,576,586,1198,222,302,520,1143,304,10,683,397,412,246,273,267,120,62,62
GW101-3H11_contig_1_3634,261,290,237,264,246,351,21,52,79,200,74,2,146,110,110,106,88,154,457,457,304
