target_id,X_3H11_A_T42_repeat_L1,X_3H11_B_T42_repeat_L1,X_3H11_C_T42_repeat_L1,X_SynCom_A_T42_repeat_L1,X_SynCom_B_T42_repeat_L1,X_SynCom_C_T42_repeat_L1,X_3H11_A_T53_repeat_L1,X_3H11_B_T53_repeat_L1,X_3H11_C_T53_repeat_L1,X_SynCom_A_T53_repeat_L1,X_SynCom_B_T53_repeat_L1,X_SynCom_C_T53_repeat_L1,X_SynCom_A_T71_repeat_L1,X_SynCom_B_T71_repeat_L1,X_SynCom_C_T71_repeat_L1,X_SynCom_A_T95_repeat_L1,X_SynCom_B_T95_repeat_L1,X_SynCom_C_T95_repeat_L1,X_SynCom_A_T142_repeat_L1,X_SynCom_B_T142_repeat_L1,X_SynCom_C_T142_repeat_L1
GW101-3H11_contig_1_3227,61,44,43,84,76,97,11,6,27,36,12,0,39,21,20,26,24,26,7,13,3
GW101-3H11_contig_1_3228,587,589,429,786,771,768,127,141,106,373,86,8,687,337,339,359,319,271,92,82,43
GW101-3H11_contig_1_3229,80,72,78,62,78,98,6,2,8,16,5,0,45,21,20,37,43,29,7,7,1
GW101-3H11_contig_1_323,17,20,20,8,4,13,10,8,4,9,6,0,10,3,2,1,1,2,3,3,7
GW101-3H11_contig_1_3230,88,133,107,96,125,149,1,5,0,21,13,0,51,17,20,64,55,52,7,2,0
GW101-3H11_contig_1_3231,112,134,139,89,118,106,1,2,3,20,23,0,75,19,16,57,50,70,0,7,0
GW101-3H11_contig_1_3232,425,487,533,483,583,689,21,30,54,191,52,0,252,145,130,258,209,179,31,40,19
GW101-3H11_contig_1_3233,375,383,344,285,359,377,26,17,8,176,70,6,229,127,112,159,91,142,90,58,42
GW101-3H11_contig_1_3234,2617,2555,2207,2146,2054,2913,299,355,732,1088,310,19,1392,843,884,535,366,455,483,422,255
GW101-3H11_contig_1_3235,0,2,2,2,0,1,0,0,0,0,0,0,1,0,2,0,0,0,2,0,0
GW101-3H11_contig_1_3236,66,52,44,38,45,59,9,12,16,30,8,0,23,18,24,15,4,22,249,180,131
GW101-3H11_contig_1_3237,102,136,153,113,167,178,5,11,8,50,23,0,73,73,65,84,60,42,384,243,147
GW101-3H11_contig_1_3238,121,184,160,199,204,214,5,3,0,50,20,3,93,48,51,79,35,36,113,63,73
GW101-3H11_contig_1_3239,89,71,66,83,83,122,25,37,29,57,19,2,34,45,37,36,49,33,503,301,384
GW101-3H11_contig_1_324,79,45,54,58,60,85,17,9,16,38,22,2,55,39,27,29,24,22,10,5,6
GW101-3H11_contig_1_3240,25,34,31,18,34,42,6,4,10,23,5,1,28,24,17,6,14,20,7,3,2
GW101-3H11_contig_1_3241,72,38,44,88,62,83,3,6,0,20,10,0,22,15,24,36,20,15,2,3,2
GW101-3H11_contig_1_3242,792,781,758,847,1085,1255,60,64,81,276,102,9,488,298,301,507,500,517,20,36,15
GW101-3H11_contig_1_3243,361,380,294,291,326,396,41,47,52,179,68,4,231,152,142,103,98,91,12,12,9
GW101-3H11_contig_1_3244,98,87,58,77,87,86,10,13,1,36,16,2,42,39,30,18,12,23,10,2,9
GW101-3H11_contig_1_3245,61,58,69,43,54,65,14,17,19,34,16,0,27,17,16,13,3,13,35,21,19
GW101-3H11_contig_1_3246,36,44,28,32,31,39,3,2,2,16,5,0,29,15,13,14,5,16,16,3,12
GW101-3H11_contig_1_3247,125,151,138,124,145,167,11,5,12,41,17,0,96,69,65,49,42,51,16,15,11
GW101-3H11_contig_1_3248,165,204,171,152,158,178,19,19,15,95,30,1,119,77,112,73,55,84,29,27,29
GW101-3H11_contig_1_3249,168,232,199,122,138,184,85,48,44,101,39,0,180,101,86,89,93,96,71,74,33
GW101-3H11_contig_1_325,189,205,217,179,249,295,8,11,14,79,28,0,139,108,108,96,78,51,21,14,12
GW101-3H11_contig_1_3250,60,65,53,49,55,44,11,19,42,22,2,0,31,13,15,20,27,12,2,2,0
GW101-3H11_contig_1_3251,86,95,97,82,73,107,3,6,10,25,15,0,52,29,34,34,40,37,0,1,1
GW101-3H11_contig_1_3252,41,32,25,20,47,63,6,1,4,11,3,0,10,6,14,13,9,8,5,3,7
GW101-3H11_contig_1_3253,19,5,6,10,17,27,0,1,7,6,4,0,7,7,6,3,0,4,0,1,1
GW101-3H11_contig_1_3254,56,32,43,67,77,168,3,15,9,19,4,1,38,21,12,21,11,13,50,30,34
GW101-3H11_contig_1_3255,14,22,16,25,23,54,0,1,0,10,1,0,18,15,15,7,5,2,40,27,9
GW101-3H11_contig_1_3256,510,544,374,505,488,593,40,38,47,224,98,4,266,195,184,129,109,108,215,141,152
GW101-3H11_contig_1_3257,119,124,168,520,657,554,23,29,40,54,16,1,20,13,17,52,32,23,9,4,5
GW101-3H11_contig_1_3258,269,245,326,1130,1349,1355,19,22,29,91,37,1,86,37,42,83,74,48,20,14,6
GW101-3H11_contig_1_3259,90,142,147,453,609,701,5,12,6,47,22,0,51,22,27,50,17,43,14,14,5
GW101-3H11_contig_1_326,38,62,49,72,57,59,1,15,28,12,2,0,9,4,7,12,8,9,8,2,4
GW101-3H11_contig_1_3260,125,146,155,524,615,681,16,22,18,69,25,4,53,31,26,50,33,31,6,9,4
GW101-3H11_contig_1_3261,141,163,154,965,1129,1276,24,29,61,95,37,2,50,17,21,103,38,27,20,6,9
GW101-3H11_contig_1_3262,62,65,74,356,421,401,14,13,50,33,14,1,14,13,5,32,8,12,7,3,4
GW101-3H11_contig_1_3263,84,100,139,665,802,914,12,12,12,76,30,2,37,14,16,116,73,53,13,4,10
GW101-3H11_contig_1_3264,352,436,532,2616,2968,2992,78,85,154,289,120,8,227,85,98,326,205,168,67,60,68
GW101-3H11_contig_1_3265,79,73,115,422,416,529,18,16,20,104,37,4,57,22,27,91,56,46,11,7,8
GW101-3H11_contig_1_3266,59,75,69,353,350,447,15,10,7,96,40,1,48,34,22,52,36,14,22,13,9
GW101-3H11_contig_1_3267,181,219,279,738,926,1039,10,11,22,197,71,4,151,63,74,202,93,111,31,31,12
GW101-3H11_contig_1_3268,201,174,249,656,730,1019,53,41,81,263,120,3,110,73,64,161,115,69,10,26,11
GW101-3H11_contig_1_3269,141,153,231,838,862,994,39,26,58,268,109,7,181,103,106,236,160,122,30,25,14
GW101-3H11_contig_1_327,380,443,396,520,569,572,15,4,1,103,28,1,146,89,107,136,91,106,27,28,20
GW101-3H11_contig_1_3270,85,112,137,641,719,834,15,14,13,188,68,7,174,84,106,236,153,139,38,17,16
GW101-3H11_contig_1_3271,512,564,785,3371,3352,3887,306,296,564,1431,659,34,1134,696,705,1074,699,586,91,131,68
GW101-3H11_contig_1_3272,1105,1276,1757,12236,12872,14870,107,148,180,3296,1504,57,4040,2107,2145,4093,3552,3309,127,232,96
GW101-3H11_contig_1_3273,339,543,459,396,488,451,11,11,13,147,20,1,273,161,171,331,320,260,39,29,14
GW101-3H11_contig_1_3274,358,459,426,544,576,555,14,8,4,134,43,3,280,132,180,352,316,327,37,27,7
GW101-3H11_contig_1_3275,442,565,594,425,453,496,9,22,20,137,69,2,208,127,113,148,133,108,24,37,14
GW101-3H11_contig_1_3276,2391,2656,2359,2553,2378,3301,121,152,194,749,177,3,1316,709,724,805,802,778,209,170,100
GW101-3H11_contig_1_3277,2864,2909,2617,2588,2643,3712,172,237,409,1436,438,7,2308,1300,1473,1650,1397,1386,583,718,398
GW101-3H11_contig_1_3278,2,5,1,1,3,3,2,3,7,2,1,0,6,5,5,0,0,2,19,4,5
GW101-3H11_contig_1_3279,1089,933,709,708,720,1141,251,347,482,740,176,13,852,486,418,403,324,327,107,115,67
GW101-3H11_contig_1_328,5262,5400,4793,1111,1242,1478,614,1538,1894,899,582,13,1946,1253,1162,476,487,499,183,215,144
GW101-3H11_contig_1_3280,4068,3886,2553,3609,3546,5081,528,631,853,2452,1040,53,3267,2300,2374,1648,1323,1319,2857,3112,1580
GW101-3H11_contig_1_3281,944,1010,871,1032,1144,1404,130,79,38,598,179,8,666,415,465,439,358,320,654,717,379
GW101-3H11_contig_1_3282,810,740,555,629,581,856,70,52,42,330,135,3,405,223,222,260,214,193,67,51,38
GW101-3H11_contig_1_3283,2507,2323,1626,1315,1772,2617,653,424,507,1099,341,27,1331,796,849,819,777,671,307,189,220
GW101-3H11_contig_1_3284,3079,2937,2288,2285,2529,3579,203,201,227,1223,474,24,1507,1030,876,970,945,831,377,323,238
GW101-3H11_contig_1_3285,5797,5060,3402,4304,4811,7344,362,293,281,3123,1118,72,4254,2353,2429,2265,2275,1968,334,291,171
GW101-3H11_contig_1_3286,584,560,369,444,532,758,114,57,45,435,186,23,481,306,250,223,281,238,41,53,35
GW101-3H11_contig_1_3287,4104,3701,2406,2847,3430,5047,980,670,674,2724,1389,69,2859,1872,1964,1210,1453,1239,372,273,234
GW101-3H11_contig_1_3288,9170,8717,5966,6192,7476,11382,1983,2082,2472,5606,3185,153,5831,4633,4223,2859,3099,2771,1282,1065,877
GW101-3H11_contig_1_3289,39,52,33,41,40,68,1,1,9,34,9,0,37,24,12,6,11,16,6,5,11
GW101-3H11_contig_1_329,179,246,237,97,122,162,13,23,33,39,23,0,127,92,55,57,54,43,100,35,56
GW101-3H11_contig_1_3290,916,831,662,717,795,1170,263,242,367,479,173,11,343,214,208,167,87,145,96,89,63
GW101-3H11_contig_1_3291,2502,2268,1677,1513,1743,2243,907,716,988,1877,676,23,2160,1431,1587,1057,874,797,454,410,355
GW101-3H11_contig_1_3292,80,149,143,452,506,425,6,10,1,67,13,1,168,88,106,137,100,104,15,26,6
GW101-3H11_contig_1_3293,104,115,96,254,270,255,15,26,28,60,10,3,88,73,80,58,85,105,22,22,15
GW101-3H11_contig_1_3294,209,248,212,435,498,562,44,53,41,166,18,6,219,178,179,196,151,135,30,37,11
GW101-3H11_contig_1_3295,445,379,314,876,741,1057,88,131,122,535,42,4,634,440,454,612,427,264,17,27,11
GW101-3H11_contig_1_3296,374,328,250,628,555,674,33,30,20,321,18,3,549,299,341,347,271,210,164,124,73
GW101-3H11_contig_1_3297,46,88,53,65,71,66,0,11,17,18,3,0,12,10,10,12,7,6,16,9,3
GW101-3H11_contig_1_3298,15,28,18,28,17,20,2,8,3,23,5,0,10,14,19,16,12,6,2,1,2
GW101-3H11_contig_1_3299,239,343,393,241,281,300,16,22,6,76,30,2,97,64,73,61,43,76,11,9,4
GW101-3H11_contig_1_33,353,380,372,408,428,504,33,53,87,114,46,0,125,80,93,81,67,63,32,31,15
GW101-3H11_contig_1_330,60,69,88,67,83,108,3,5,9,23,9,0,45,37,29,9,38,27,975,659,613
GW101-3H11_contig_1_3300,210,160,266,943,950,1014,7,10,9,259,84,2,1189,721,750,791,773,729,24,58,25
GW101-3H11_contig_1_3301,289,493,565,1069,1228,1052,36,44,49,309,157,3,492,271,234,628,659,708,455,619,292
GW101-3H11_contig_1_3302,3239,3251,2783,1793,2087,2939,84,144,142,1241,377,9,2534,1513,1424,1523,1728,1587,85,117,54
GW101-3H11_contig_1_3303,720,731,641,541,735,892,60,31,15,542,228,9,566,411,322,383,260,259,145,169,104
GW101-3H11_contig_1_3304,10347,13324,10121,9536,10757,11113,4132,5538,4370,8666,2255,126,11657,6060,6571,8615,5791,6200,7047,7400,3941
GW101-3H11_contig_1_3305,649,690,602,997,1197,1273,28,45,28,329,119,2,844,539,538,1026,1114,1258,121,182,61
GW101-3H11_contig_1_3306,222,330,337,373,446,418,32,44,27,69,41,1,199,106,121,141,213,215,198,122,119
GW101-3H11_contig_1_3307,97,111,133,130,176,187,25,11,7,20,6,0,64,26,32,56,64,37,10,9,2
GW101-3H11_contig_1_3308,35,48,30,36,58,41,2,4,2,10,2,0,27,14,7,23,8,8,2,5,4
GW101-3H11_contig_1_3309,87,100,88,80,70,94,23,33,47,40,24,0,61,42,22,37,29,31,11,8,3
GW101-3H11_contig_1_331,44,68,53,37,47,44,30,27,43,36,8,0,66,55,44,18,14,20,455,160,199
GW101-3H11_contig_1_3310,240,246,239,193,193,273,48,45,32,130,29,0,124,71,72,64,50,68,10,16,5
GW101-3H11_contig_1_3311,68,76,55,79,110,76,6,2,6,25,1,0,41,35,32,26,29,16,7,6,1
GW101-3H11_contig_1_3312,73,89,71,148,190,196,4,4,5,44,20,0,58,21,33,76,42,36,33,27,22
GW101-3H11_contig_1_3313,133,162,148,171,149,216,14,18,13,59,35,1,108,58,54,67,44,51,25,21,11
GW101-3H11_contig_1_3314,2605,3014,3092,3678,4412,4881,72,69,55,1439,428,30,3496,1525,1613,3380,3908,4138,105,134,78
GW101-3H11_contig_1_3315,87,174,195,268,277,266,3,1,14,11,6,0,66,39,35,66,87,83,2,4,0
GW101-3H11_contig_1_3316,69,84,92,146,147,138,5,6,13,27,14,2,58,18,45,47,18,64,17,18,9
GW101-3H11_contig_1_3317,710,764,671,608,719,874,59,45,68,310,107,8,545,285,301,390,381,360,103,95,78
GW101-3H11_contig_1_3318,9302,9171,10177,5632,6341,7804,984,1056,1077,4086,1469,52,6640,4197,3866,4179,3525,3154,488,728,313
GW101-3H11_contig_1_3319,3394,3468,3298,3676,4383,5082,156,213,226,1257,416,18,2178,1255,1287,1626,1399,1220,197,271,157
GW101-3H11_contig_1_332,60,60,60,52,83,60,9,4,7,14,8,0,28,18,26,16,11,7,52,37,25
GW101-3H11_contig_1_3320,2670,2804,2864,2314,2714,3425,589,929,698,1666,695,41,1859,1206,1184,1559,1372,1277,619,774,339
GW101-3H11_contig_1_3321,1588,2327,3093,2942,3635,3442,66,96,66,603,300,9,1243,621,619,2433,2546,2652,342,364,225
GW101-3H11_contig_1_3322,724,764,834,635,655,827,65,81,128,246,165,3,363,279,283,295,199,199,80,62,53
GW101-3H11_contig_1_3323,518,440,519,376,394,494,58,56,91,234,102,2,335,259,291,139,157,134,72,59,41
GW101-3H11_contig_1_3324,226,291,208,272,281,308,10,12,6,76,25,1,111,69,72,52,44,51,22,5,11
GW101-3H11_contig_1_3325,238,249,291,152,202,240,11,16,24,69,39,2,148,106,91,56,70,71,115,64,40
GW101-3H11_contig_1_3326,507,534,472,354,417,472,27,28,40,127,70,5,257,146,179,123,126,124,90,58,66
GW101-3H11_contig_1_3327,234,331,377,308,390,360,7,6,10,39,16,0,192,74,99,196,153,198,188,153,121
GW101-3H11_contig_1_3328,618,706,692,714,753,855,15,33,16,199,54,2,372,234,258,253,291,257,36,40,27
GW101-3H11_contig_1_3329,213,257,251,201,303,237,42,52,65,68,19,0,114,58,39,60,44,70,14,15,14
GW101-3H11_contig_1_333,29,64,202,129,201,62,2,3,1,6,3,0,15,9,4,19,45,48,1,4,0
GW101-3H11_contig_1_3330,38,50,53,28,41,49,0,1,0,19,17,0,45,29,29,30,43,31,10,15,14
GW101-3H11_contig_1_3331,11,22,15,14,21,16,0,0,5,5,3,0,7,0,10,10,14,2,35,20,34
GW101-3H11_contig_1_3332,1347,1395,1139,1176,1475,1920,202,124,119,973,254,4,911,486,583,686,550,497,898,955,911
GW101-3H11_contig_1_3333,357,325,342,260,309,392,50,47,73,163,43,3,129,92,110,103,70,61,14,13,3
GW101-3H11_contig_1_3334,249,235,210,214,251,274,29,18,26,82,20,1,74,54,44,67,53,43,22,24,8
GW101-3H11_contig_1_3335,118,118,139,128,100,134,29,30,28,52,18,0,55,22,24,36,22,15,1,3,2
GW101-3H11_contig_1_3336,151,210,192,288,266,324,27,31,72,84,22,1,109,49,72,50,79,73,20,7,11
GW101-3H11_contig_1_3337,137,202,133,141,186,246,21,23,23,60,20,0,77,36,41,39,43,62,24,27,14
GW101-3H11_contig_1_3338,355,436,380,377,438,464,29,45,72,154,92,4,194,111,110,155,89,144,32,18,12
GW101-3H11_contig_1_3339,215,225,203,330,368,373,20,23,41,105,31,0,176,92,100,105,79,66,8,7,11
GW101-3H11_contig_1_334,2525,2656,3554,2628,3206,5482,1337,992,1071,3296,1959,97,12079,6488,6379,4357,3881,2959,525,694,342
GW101-3H11_contig_1_3340,676,669,746,631,730,891,72,44,29,401,144,4,484,268,311,356,230,250,57,69,30
GW101-3H11_contig_1_3341,517,565,639,668,822,846,31,44,90,218,76,0,280,173,161,212,146,138,49,57,39
GW101-3H11_contig_1_3342,235,137,169,365,453,594,11,14,4,119,33,3,306,99,163,393,373,297,30,36,21
GW101-3H11_contig_1_3343,206,169,173,371,512,537,5,4,4,95,30,1,238,95,146,312,299,258,12,17,27
GW101-3H11_contig_1_3344,194,212,216,451,576,671,6,7,7,110,36,3,274,141,181,404,416,343,30,13,19
GW101-3H11_contig_1_3345,291,235,280,770,922,985,10,6,6,133,40,2,320,124,186,473,528,453,61,41,42
GW101-3H11_contig_1_3346,930,832,866,2334,3328,3609,21,22,15,548,157,10,1180,593,808,1858,1821,1539,83,56,50
GW101-3H11_contig_1_3347,1183,1022,1070,3061,4208,4369,25,27,37,750,189,6,1502,720,1017,2676,2181,1848,95,40,82
GW101-3H11_contig_1_3348,666,571,675,1950,2477,2937,51,19,20,585,165,6,1310,637,926,2061,1844,1530,66,52,50
GW101-3H11_contig_1_3349,193,177,192,593,668,916,7,3,17,219,35,3,525,199,326,671,560,442,36,18,26
GW101-3H11_contig_1_335,142,151,120,237,217,263,7,9,18,52,17,1,71,44,40,48,37,29,7,1,1
GW101-3H11_contig_1_3350,330,258,273,903,1107,1428,25,15,6,197,71,2,475,261,343,908,686,630,52,48,51
GW101-3H11_contig_1_3351,1511,1236,1430,4110,4603,6047,54,132,147,1027,251,16,2410,1371,1630,4695,4003,3725,234,254,214
GW101-3H11_contig_1_3352,629,642,521,438,567,604,27,58,67,265,102,7,450,293,302,230,224,208,78,44,64
GW101-3H11_contig_1_3353,1378,1293,1433,926,914,1322,351,240,198,955,295,22,1413,954,953,823,829,736,117,119,79
GW101-3H11_contig_1_3354,164,207,214,87,111,168,55,62,66,32,22,0,108,73,78,49,61,40,380,244,245
GW101-3H11_contig_1_3355,704,827,945,782,850,1150,36,44,30,317,130,8,663,393,388,423,332,286,86,95,43
GW101-3H11_contig_1_3356,646,629,508,909,1132,1994,23,44,24,374,215,8,407,237,258,164,136,116,560,431,360
GW101-3H11_contig_1_3357,14,14,7,7,6,12,4,1,8,4,1,0,7,6,4,1,8,2,14,8,7
GW101-3H11_contig_1_3358,13,5,10,10,9,22,2,0,5,3,2,0,8,4,2,5,0,0,1,1,2
GW101-3H11_contig_1_3359,0,1,4,3,3,2,0,0,0,0,0,0,1,0,1,0,1,0,2,2,0
GW101-3H11_contig_1_336,306,282,312,409,479,521,26,45,22,126,49,3,151,74,88,108,102,90,23,29,13
GW101-3H11_contig_1_3360,5,8,4,7,4,7,0,1,1,3,0,0,3,3,4,0,3,2,0,0,0
GW101-3H11_contig_1_3361,7,2,1,1,4,3,1,1,0,0,4,0,6,1,1,2,0,2,5,6,0
GW101-3H11_contig_1_3362,128,130,101,103,123,137,39,36,35,108,33,1,163,93,89,106,68,75,204,98,68
GW101-3H11_contig_1_3363,384,353,335,266,361,370,27,25,73,114,34,2,136,86,84,59,61,101,46,25,30
GW101-3H11_contig_1_3364,107,89,108,62,68,71,57,26,35,79,16,1,41,28,32,21,18,16,11,9,9
GW101-3H11_contig_1_3365,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
GW101-3H11_contig_1_3366,2,7,3,6,6,5,0,0,0,1,0,0,7,5,1,0,0,1,11,6,6
GW101-3H11_contig_1_3367,4,0,3,3,8,8,0,0,0,2,5,0,1,2,6,0,0,3,4,1,2
GW101-3H11_contig_1_3368,2,1,0,3,2,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,1
GW101-3H11_contig_1_3369,6,4,1,3,0,0,0,0,0,1,0,0,0,0,0,2,5,1,1,0,0
GW101-3H11_contig_1_337,296,333,299,344,389,477,22,35,26,112,54,1,169,109,116,97,84,88,7,17,4
GW101-3H11_contig_1_3370,45,44,45,40,37,55,4,5,8,19,4,1,9,11,9,10,14,8,5,7,0
GW101-3H11_contig_1_3371,44,55,38,34,36,43,2,10,0,16,4,0,28,8,4,3,16,6,2,4,8
GW101-3H11_contig_1_3372,2,0,0,0,3,1,2,0,0,6,0,0,1,2,1,0,0,0,0,0,0
GW101-3H11_contig_1_3373,20,25,22,25,25,25,8,5,10,16,3,0,24,7,7,6,10,8,0,4,0
GW101-3H11_contig_1_3374,28,25,9,21,30,29,3,4,6,14,7,0,14,10,9,2,20,8,45,39,29
GW101-3H11_contig_1_3375,86,81,86,81,87,106,14,6,9,31,28,0,40,40,26,45,19,21,16,8,13
GW101-3H11_contig_1_3376,212,210,146,118,163,161,40,15,11,88,38,0,120,107,76,94,62,76,44,46,30
GW101-3H11_contig_1_3377,12,37,25,20,22,22,0,1,7,9,5,0,13,3,1,11,9,4,5,4,4
GW101-3H11_contig_1_3378,34,35,32,23,28,38,3,5,0,17,1,1,7,5,11,10,14,6,27,10,8
GW101-3H11_contig_1_3379,170,159,166,147,138,202,5,23,17,45,18,0,80,39,33,34,35,26,13,15,8
GW101-3H11_contig_1_338,116,143,141,143,184,203,10,7,15,28,14,0,59,41,29,64,47,58,22,13,13
GW101-3H11_contig_1_3380,41,45,35,35,46,54,6,1,6,20,6,0,17,26,18,25,13,8,5,2,2
GW101-3H11_contig_1_3381,31,39,34,41,43,43,6,4,2,10,6,0,17,16,8,18,13,6,38,22,23
GW101-3H11_contig_1_3382,17,12,26,21,40,43,0,0,0,12,2,0,18,13,10,13,10,9,15,4,11
GW101-3H11_contig_1_3383,44,55,34,34,49,57,2,5,3,21,5,2,17,21,19,8,15,9,37,20,16
GW101-3H11_contig_1_3384,50,33,64,45,51,38,1,1,0,14,11,1,20,14,25,23,13,16,41,28,32
GW101-3H11_contig_1_3385,398,388,344,354,524,591,21,18,21,193,60,2,309,185,170,183,184,192,146,73,105
GW101-3H11_contig_1_3386,658,624,609,546,625,732,34,49,80,211,94,2,225,140,176,192,157,135,36,35,22
GW101-3H11_contig_1_3387,52,83,46,35,29,27,19,28,65,23,3,0,22,5,10,20,18,17,65,13,37
GW101-3H11_contig_1_3388,108,97,92,100,106,127,10,13,15,37,18,2,84,53,67,39,46,48,46,43,28
GW101-3H11_contig_1_3389,16,13,10,20,34,22,1,2,0,8,5,0,8,15,6,2,18,24,8,15,5
GW101-3H11_contig_1_339,72,96,134,90,92,106,20,12,1,15,10,0,26,36,25,23,14,18,10,4,7
GW101-3H11_contig_1_3390,130,88,139,106,92,128,24,15,14,61,21,1,91,73,62,57,101,103,68,63,44
GW101-3H11_contig_1_3391,93,90,101,126,138,182,9,22,28,54,12,1,68,47,35,41,39,30,7,22,9
GW101-3H11_contig_1_3392,134,148,153,156,214,226,7,11,17,47,12,0,63,39,42,35,41,59,4,14,5
GW101-3H11_contig_1_3393,201,193,155,184,214,257,14,25,23,107,18,4,110,72,60,66,63,67,17,10,7
GW101-3H11_contig_1_3394,415,388,348,302,377,397,61,72,84,183,64,3,165,89,96,94,57,64,43,44,33
GW101-3H11_contig_1_3395,127,147,152,93,144,149,27,49,55,87,47,0,221,115,107,148,157,124,59,121,50
GW101-3H11_contig_1_3396,3,2,3,1,0,1,0,0,0,1,0,0,6,4,4,2,0,0,9,10,2
GW101-3H11_contig_1_3397,34,57,39,21,31,38,12,5,9,25,3,4,28,19,10,21,21,19,184,172,108
GW101-3H11_contig_1_3398,188,253,192,168,220,203,32,43,57,147,35,0,203,113,100,101,73,71,529,298,250
GW101-3H11_contig_1_3399,62,74,58,56,84,79,1,2,4,13,7,0,43,18,14,7,22,9,31,23,20
GW101-3H11_contig_1_34,247,218,239,192,184,289,43,49,105,132,42,0,152,102,83,92,91,92,48,57,47
GW101-3H11_contig_1_340,3966,4770,4566,4779,5791,6102,73,70,63,1607,570,21,2973,1624,1634,2218,2440,2444,167,153,100
GW101-3H11_contig_1_3400,32,17,18,12,18,46,1,4,3,9,4,0,14,8,11,8,7,10,81,73,57
GW101-3H11_contig_1_3401,549,554,548,362,490,600,79,115,112,201,92,6,346,217,205,199,156,183,950,548,477
GW101-3H11_contig_1_3402,55,59,69,54,71,67,15,1,2,17,4,0,21,22,14,23,45,18,5,4,2
GW101-3H11_contig_1_3403,85,128,124,124,154,172,6,9,33,46,13,2,60,24,42,61,35,29,23,21,12
GW101-3H11_contig_1_3404,1249,1167,948,955,991,1576,133,182,208,801,281,11,1158,775,762,494,542,506,1416,1848,939
GW101-3H11_contig_1_3405,2370,2714,2396,2848,3311,3674,135,135,85,1115,467,22,2074,1276,1249,1341,1196,1134,278,276,152
GW101-3H11_contig_1_3406,504,630,497,621,773,789,20,28,20,200,75,5,284,169,133,199,116,147,125,106,64
GW101-3H11_contig_1_3407,2531,3156,3264,2768,3162,3379,158,193,231,784,272,13,1407,864,771,1309,1037,1081,129,144,94
GW101-3H11_contig_1_3408,1523,2151,2260,1893,2601,1935,97,91,60,632,169,14,1491,916,839,1239,1014,1187,73,186,58
GW101-3H11_contig_1_3409,164,247,269,440,512,594,9,3,12,57,13,0,120,53,60,130,95,98,38,32,33
GW101-3H11_contig_1_341,513,542,568,605,714,867,25,44,44,227,76,1,354,180,176,245,299,291,13,13,13
GW101-3H11_contig_1_3410,1115,1335,1250,1903,2474,2512,21,58,25,369,93,8,739,336,392,594,421,403,107,116,52
GW101-3H11_contig_1_3411,1356,1593,1324,2289,2867,2836,75,92,91,440,181,15,607,342,418,469,402,336,21,58,11
GW101-3H11_contig_1_3412,484,521,526,949,957,1057,25,33,62,124,41,2,118,89,102,118,88,79,27,23,23
GW101-3H11_contig_1_3413,63,77,109,102,125,105,5,5,7,21,7,1,47,23,20,34,20,29,10,19,7
GW101-3H11_contig_1_3414,500,697,696,322,405,413,37,54,46,139,53,7,174,113,143,90,85,63,34,37,24
GW101-3H11_contig_1_3415,697,890,797,418,411,597,183,297,256,253,98,6,312,189,211,92,91,87,12,32,14
GW101-3H11_contig_1_3416,213,221,170,125,185,420,134,80,210,202,110,4,127,71,125,84,85,62,259,198,160
GW101-3H11_contig_1_3417,5240,5056,3649,1702,3201,9661,432,924,1520,3627,2868,63,754,377,1546,412,326,305,486,381,275
GW101-3H11_contig_1_3418,53,41,40,28,38,55,11,13,38,17,10,0,25,15,10,15,20,14,234,165,136
GW101-3H11_contig_1_3419,80,82,57,136,68,141,292,41,42,705,160,26,78,65,46,28,33,42,28,20,11
GW101-3H11_contig_1_342,398,480,496,570,632,725,12,37,63,141,53,0,203,89,77,187,140,167,55,44,22
GW101-3H11_contig_1_3420,47,34,44,41,30,40,8,4,14,33,1,0,29,21,18,26,13,14,9,16,5
GW101-3H11_contig_1_3421,550,476,419,453,464,800,137,139,171,424,190,9,630,404,468,241,183,181,143,93,61
GW101-3H11_contig_1_3422,527,547,481,396,410,634,152,153,163,563,223,12,719,476,463,291,209,261,792,499,416
GW101-3H11_contig_1_3423,72,94,82,147,146,167,11,21,36,20,5,0,67,25,46,45,54,46,9,11,8
GW101-3H11_contig_1_3424,259,262,272,310,414,464,38,52,126,90,41,4,255,131,180,171,118,110,10,16,16
GW101-3H11_contig_1_3425,2159,2359,2420,1453,1882,2332,1653,2996,2502,1445,343,18,4091,2441,2720,3056,2076,2035,335,370,138
GW101-3H11_contig_1_3426,2358,2745,2212,2384,2975,3311,138,92,75,1095,325,13,1807,1018,1042,1041,844,820,2105,1731,1018
GW101-3H11_contig_1_3427,396,446,387,366,466,547,6,14,36,153,50,1,149,112,92,119,120,76,31,14,30
GW101-3H11_contig_1_3428,304,400,327,266,380,320,18,13,8,103,27,0,144,54,89,68,77,76,9,21,9
GW101-3H11_contig_1_3429,1499,1789,1695,1198,1656,1549,21,39,19,271,116,2,464,256,302,213,189,215,711,525,364
GW101-3H11_contig_1_343,441,597,613,517,591,583,41,65,93,89,20,3,76,53,42,89,67,66,44,28,26
GW101-3H11_contig_1_3430,313,378,380,193,286,291,74,58,28,109,17,2,187,89,82,86,80,92,45,48,35
