"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"GW101-3H11_contig_1_3170",627.798224607771,0.651274925260992,0.124966171738223,5.15218612225107e-08,8.12864014319485e-07
"GW101-3H11_contig_1_3171",477.305913580102,0.115487090982926,0.139362610065605,0.374822407846847,0.557283976132438
"GW101-3H11_contig_1_3172",290.018707445614,0.116940764432083,0.146996858554296,0.390441681039322,0.57108003775282
"GW101-3H11_contig_1_3173",46.9982019996881,-0.00559495919259337,0.243169955279415,0.974382136556399,0.985925062193709
"GW101-3H11_contig_1_3174",54.3343846886924,-0.0330877741599907,0.235662889334982,0.858454959144205,0.926115041200226
"GW101-3H11_contig_1_3175",69.9643029293549,-0.569881889090126,0.24280559172681,0.00519469055537647,0.0213919343402619
"GW101-3H11_contig_1_3176",45.8950872653209,-0.0712186409649583,0.257014974023707,0.712112493450574,0.835181177214523
"GW101-3H11_contig_1_3177",165.555139811288,-0.123958998308224,0.154509408350233,0.380785580474269,0.562354450685714
"GW101-3H11_contig_1_3178",191.551495988641,0.254351834554159,0.157843156979371,0.0774590825112144,0.178882808399759
"GW101-3H11_contig_1_3179",1780.86686384561,0.728695978700246,0.221066171247858,0.000192802333426528,0.0012803522249263
"GW101-3H11_contig_1_318",1.02364536368608,-0.000734433854028245,0.382261456561049,0.991872992744837,NA
"GW101-3H11_contig_1_3180",2446.44808802701,-0.336544239019096,0.108285692820214,0.00117475186728521,0.00598121351544805
"GW101-3H11_contig_1_3181",474.933091278941,-0.563275096881312,0.125113633825135,2.21705330931317e-06,2.49054015744613e-05
"GW101-3H11_contig_1_3182",1533.19766348143,-0.0974509900539422,0.108295921108457,0.343749102861139,0.526734629005284
"GW101-3H11_contig_1_3183",918.383272011419,-0.0948990103018234,0.139596408048344,0.465082816390528,0.638323949801124
"GW101-3H11_contig_1_3184",1070.80001924573,0.38028577762071,0.112539897984948,0.000396951583138442,0.00242179574244808
"GW101-3H11_contig_1_3185",194.40823130761,0.00101146484923305,0.180727386604172,0.996328647232082,0.997892613239675
"GW101-3H11_contig_1_3186",179.661273907296,-0.00759251056913117,0.164188468251053,0.958005843140557,0.977234412355193
"GW101-3H11_contig_1_3187",47.6290612770603,0.206452382711826,0.239960050359139,0.283334010691256,0.461697060738426
"GW101-3H11_contig_1_3188",243.328742239465,-0.0283659638033552,0.14994742090427,0.835362529227783,0.914905330658484
"GW101-3H11_contig_1_3189",73.9246046576652,0.134267592835258,0.209271111595307,0.448826266735405,0.623698548501318
"GW101-3H11_contig_1_319",40.2182834819405,0.333339170586183,0.274249551161102,0.11175685032527,0.238023833409882
"GW101-3H11_contig_1_3190",10.8935640100589,-0.00731464089073549,0.32154951526617,0.966185441015544,0.981188176181972
"GW101-3H11_contig_1_3191",77.7483939828351,0.0141827469850812,0.192495991566495,0.933637757800424,0.962679789217193
"GW101-3H11_contig_1_3192",33.3779653397016,0.416087126015282,0.296996041991514,0.0614879463232869,0.149907128979116
"GW101-3H11_contig_1_3193",8.30058435986424,0.269601942491409,0.417580643005061,0.184555377242378,0.344923075066433
"GW101-3H11_contig_1_3194",8.35280643939805,0.243513554015063,0.393764705999235,0.227516927061871,0.398134530789301
"GW101-3H11_contig_1_3195",36.1682835401815,0.306097876166641,0.305952564165251,0.159322418050068,0.31025285338838
"GW101-3H11_contig_1_3196",12.4254158431738,0.13232821218718,0.32999231318593,0.49496557931645,0.662539713573006
"GW101-3H11_contig_1_3197",1.20006975049813,0.0919963019452528,0.3978622320999,0.216277306095409,NA
"GW101-3H11_contig_1_3198",6.26547457692835,-0.618248140026184,0.910526924790767,0.0281741503363251,0.0827354717048929
"GW101-3H11_contig_1_3199",1156.69207459557,-0.438619909428769,0.174653125664129,0.00520866974964516,0.0214139003649312
"GW101-3H11_contig_1_32",813.041672063699,-0.473671917664858,0.133427720607861,0.000159934031175446,0.00108536053485364
"GW101-3H11_contig_1_320",131.037248249177,0.0282828063988155,0.16770057980398,0.852901830419605,0.923557523037972
"GW101-3H11_contig_1_3200",2543.19288398049,-0.337056160707505,0.171134765996143,0.0280220464189182,0.0824354025886702
"GW101-3H11_contig_1_3201",687.719051076836,-0.152918749824379,0.136718263125998,0.229137868859371,0.400310728314258
"GW101-3H11_contig_1_3202",72.9532201808128,-1.10891476301422,0.303927562539534,2.73641315016547e-05,0.000234131100965799
"GW101-3H11_contig_1_3203",244.902256398966,-1.43846196515626,0.220626840340961,6.16234787546039e-12,1.73456087358129e-10
"GW101-3H11_contig_1_3204",123.207195721755,0.228948956737527,0.221691412480412,0.21387074660059,0.382811747565441
