"","X_3H11_A_T42_repeat_L1","X_3H11_B_T42_repeat_L1","X_3H11_C_T42_repeat_L1","X_SynCom_A_T42_repeat_L1","X_SynCom_B_T42_repeat_L1","X_SynCom_C_T42_repeat_L1","X_3H11_A_T53_repeat_L1","X_3H11_B_T53_repeat_L1","X_3H11_C_T53_repeat_L1","X_SynCom_A_T53_repeat_L1","X_SynCom_B_T53_repeat_L1","X_SynCom_C_T53_repeat_L1","X_SynCom_A_T71_repeat_L1","X_SynCom_B_T71_repeat_L1","X_SynCom_C_T71_repeat_L1","X_SynCom_A_T95_repeat_L1","X_SynCom_B_T95_repeat_L1","X_SynCom_C_T95_repeat_L1"
"GW101-3H11_contig_1_2994",9.14065773144345,9.36993249956658,9.55130871296806,7.90200468460354,8.03055827090924,7.71746931882916,10.1799406731181,11.0292584590013,11.1876220457203,7.15902215054805,7.46773648608189,7.36051695535678,7.08279529160898,7.11617369339385,6.95870656595821,6.88881960367758,7.27804646656113,7.0087405037427
"GW101-3H11_contig_1_2995",7.95519627880252,8.38632137699185,8.57765320039212,6.7684178034836,6.91943505874562,6.68340188286884,6.341049179702,7.40427695901151,6.87214564985477,6.11594533671684,5.6825097337499,6.40469985381532,6.66966663792163,6.60385365672311,6.65952311326985,6.67675604089117,6.56944918838672,6.64617592799704
"GW101-3H11_contig_1_2996",11.0824728253252,11.6829882487484,11.6627921371479,9.51539502451838,9.86146056967916,9.39470369847419,8.09237383716368,9.43916907855643,9.50878900106665,8.28725067318403,9.52036799326119,8.50500060785411,9.6074623385985,9.61041139349997,9.54953314125593,8.70907601345794,8.96489285288172,8.97935654227594
"GW101-3H11_contig_1_2997",9.6146063077981,9.76266699073526,9.83322241971757,9.17009560498938,9.17869847054106,9.15513306682447,9.23026275298522,9.65895177273195,9.47850742921759,9.7224243598856,9.54610305116065,9.23368163951543,10.0447693212844,10.0596089697561,10.0466445761072,10.5216387311033,10.3323490002673,10.2439200863625
"GW101-3H11_contig_1_2998",7.85660756377572,7.69076549924494,7.5363098399163,7.5057132188665,7.52749279244532,7.73813360797623,8.77071918114369,8.64909525980431,9.01306729909565,8.24002860589384,7.84482447554817,5.48752594400415,7.86998992766819,8.01398174084568,7.77748337549835,7.59631028709949,7.64830325651864,7.60875606069536
"GW101-3H11_contig_1_2999",7.17977929906903,7.51348417768995,7.61128405119406,7.83795773498923,8.01648867024619,8.37569167500684,7.49992715469091,8.54262933814407,8.59441444649157,8.28367258608357,9.43110959745794,8.79075032469798,9.30107965055422,8.98375935347643,9.3165210632462,8.92680152488322,9.14671386949111,8.71754292783551
"GW101-3H11_contig_1_3",9.57685483528684,9.57125838944192,9.80568661613658,10.0440249525052,10.1208828315984,10.0622901739668,8.25217770475632,8.51473814429213,8.97018281648539,9.09299874394422,9.56300820065777,9.64559399827147,8.980166154261,8.67791388559972,8.87066198478801,10.0243297026627,9.6733361094524,9.44665216410072
"GW101-3H11_contig_1_30",7.95519627880252,8.11578670437284,8.23331639120352,7.81318740306679,6.95594775704,6.98692389179007,8.87262750602078,8.3027610000461,8.59441444649157,7.29322493088668,7.85858451100705,7.67336288900721,8.4724076581873,8.51673923211184,9.17724454909114,8.20840069541785,7.93103527366948,7.96786617547317
"GW101-3H11_contig_1_300",3.81398617278939,3.09762036744843,3.45887713988144,3.71678962072719,3.47232379178865,3.79120340174444,4.85646652784506,4.25945564707741,4.32339383316944,4.55522775174133,4.1754675496662,1.38696872066301,4.21621101027933,4.36146612800117,4.43825028851064,4.20905165850667,4.22358513684891,3.68606301810767
"GW101-3H11_contig_1_3000",7.31408196915515,7.06342856247547,7.10889519340079,7.39877353205241,7.34435213950799,7.51313481730705,6.341049179702,6.66599427271161,6.16416962624479,7.84296293652339,7.52062713619584,7.36051695535678,7.49784430490095,7.48599836179853,7.80177688346114,7.27762716482247,7.06054493438129,7.3712391232174
"GW101-3H11_contig_1_3001",7.16692612698179,7.07925148561018,6.97973322695095,7.39877353205241,7.43648118894528,7.66198137705497,7.56226909950506,7.52105529471969,7.7415471070098,7.4483195141112,7.62092225719174,8.50500060785411,7.29209868359718,7.44081509038269,7.08288338062437,7.17073072955486,7.01721561174268,7.03145747662139
"GW101-3H11_contig_1_3002",7.21141968588215,7.12874846270241,6.92388462549882,7.22184192998512,7.08142999856415,7.08947632273202,5.20994377527641,6.25806856218484,5.47307962442253,6.91249737677877,6.90355488165611,6.40469985381532,7.15984425300726,7.18173041970068,7.08288338062437,7.12740983186834,7.34965339703429,7.03145747662139
"GW101-3H11_contig_1_3003",5.91638044048204,6.10492882414654,6.04712851262035,6.04031994893618,5.93600770534564,6.10610977281286,5.35848450993323,6.38686657163033,6.62900866814308,5.50195774103781,5.6825097337499,1.38696872066301,5.56690009889493,5.8712193509683,5.69113324840415,5.57572710755747,5.57066223794983,5.78554057155144
"GW101-3H11_contig_1_3004",5.60878293019031,5.85545201467758,5.83710754311008,6.22715113911937,6.08747860376319,6.08638311922101,5.61604792293727,5.68662538231675,6.03676654473499,5.50195774103781,6.5088648797327,6.40469985381532,5.47684415502919,5.70245834570905,5.4033674754816,4.8506587246014,6.21386527877759,5.88884428860475
"GW101-3H11_contig_1_3005",7.29943537556019,6.98831902840219,6.3080869438227,9.67511450475622,10.4670427937914,10.5390614288075,9.88302221809993,10.6187013885771,12.2934067052727,11.4921540952007,12.0344875293527,11.4462178656466,10.3422593698397,10.4211641725763,10.5765320098989,9.81917162637413,9.02898943192409,8.61977854389292
"GW101-3H11_contig_1_3006",12.0300815794794,11.8885033299343,11.312607468101,11.4494150110734,11.0940569748107,11.2890678825458,11.1182431542001,11.4122383388613,11.6619210441728,11.9756137323418,12.2533721409343,11.9885121765373,11.8098176137973,11.7164857829946,11.8684394973412,11.4924391438538,11.5788102865786,11.4643231623312
"GW101-3H11_contig_1_3007",4.79717270085827,4.95234762531372,4.85531235210916,5.22886681193867,5.36287707795105,4.89504770827347,5.72933114608925,5.87430876855366,6.3363353060151,4.03744974982004,4.49507150147497,1.38696872066301,4.99515947497091,5.14698950721746,4.7725565986387,5.08754205837691,5.15521673788998,5.23790890166393
"GW101-3H11_contig_1_3008",10.5401978210392,10.680620479778,10.8278223278054,10.6896227823228,10.6934313295002,10.6370964220467,9.94281786592647,10.3728988199433,11.1838734520083,10.0112723241461,10.3077378003948,10.6408872043901,10.2752700914383,9.96039917434122,10.114878471301,10.9541055446805,10.8322840159659,10.8129509770116
"GW101-3H11_contig_1_3009",9.04383024609825,9.13209629591272,9.3293579986062,8.77524434315433,8.75320119802791,8.53677222263508,8.49522461258223,7.84608441575739,8.29411190912481,8.97815613932948,8.87658547461487,8.65493921450656,9.3700290216424,9.34419725556915,9.4182195458954,9.65808552361468,9.67855833485558,9.767268868113
"GW101-3H11_contig_1_301",3.37225911948049,3.72976421359164,3.26755309983126,3.42774761002277,3.35029190567895,3.57227737723708,4.38449899540413,2.98891297823327,2.87240001981235,3.53670475049024,3.14808085232339,1.38696872066301,4.26077051310634,3.33316783596756,4.30644310449896,3.12193601561491,4.62603454989859,4.18052572793701
"GW101-3H11_contig_1_3010",8.75387167599981,8.65472642170491,8.87224309212343,8.44393741758273,8.4489402636895,8.50466490726373,8.41304365061677,9.15288880117879,9.80566173581485,8.29438033075178,9.0364365408476,8.33765002859311,8.59482209564695,8.44610268709691,8.41936592526665,8.75817160511395,8.89781545832827,8.82218328224324
"GW101-3H11_contig_1_3011",6.75932657589763,6.63702831374279,6.65322845218413,6.77270858853373,6.63000858053158,6.69646304093756,6.41053060519942,6.56074156652487,6.62900866814308,6.64871783547162,7.03057936965332,6.40469985381532,6.18217690922678,6.23149768659892,6.57742595907421,6.017346159538,6.4603946974301,5.88884428860475
"GW101-3H11_contig_1_3012",5.48961973027074,5.53506338613662,5.61008236720417,5.24135795221698,5.322619821603,5.28230919663584,6.91950369188025,5.58270029763227,5.26082560907717,5.88947134724826,6.28239393691996,1.38696872066301,5.56690009889493,5.5962964238037,5.71697277709665,5.41154961727111,5.34316483437729,5.35103353177588
"GW101-3H11_contig_1_3013",7.23316193698457,7.08866254326928,7.18054397584893,7.06977583267949,7.0602443003556,6.94102837181556,4.64013078643262,5.21623310853322,4.32339383316944,6.82654525584884,7.3750318970132,1.38696872066301,6.85221614195065,6.91055350232335,6.63267387499532,6.96954723352619,7.10260983337748,7.09753634612995
"GW101-3H11_contig_1_3014",8.99286505294318,8.90864793732515,8.7221267873107,9.08902127216339,9.02008756231863,8.82821489803067,5.61604792293727,6.9422392623239,5.82161797639516,9.04519733385668,9.01816373517106,8.33765002859311,8.95378769556677,9.33393849970093,9.11560080633301,8.81659934622164,8.85540426213218,8.91669779280679
"GW101-3H11_contig_1_3015",8.39747598455744,8.51051607538908,8.53481339597789,8.73295324792353,8.83474956024639,8.69797693422463,7.13997065047934,6.56074156652487,6.44064280952603,8.09240818170171,7.78843277304769,8.50500060785411,8.62856665949106,8.48371056072479,8.62053417794487,8.52775830030877,8.62595798179349,8.7245278564214
"GW101-3H11_contig_1_3016",10.667382017722,10.7402842413983,10.7153069100114,10.5258889725877,10.3169706303705,10.3405610408818,9.95448523838681,9.48301008203523,9.02149331243733,10.3930059527506,10.3027142173543,10.0761157165429,9.7006300995195,9.6138073302468,9.63313075378481,9.11593502347673,9.29914990648479,9.14989929678029
"GW101-3H11_contig_1_3017",10.2270582728442,10.3019044254778,10.482018808797,10.0971403796324,10.3975801551098,10.2740944526458,9.05709812011003,9.04976734093409,8.1932973653043,10.4070509384046,12.2277600183677,12.2106394401204,11.4129069452694,11.6954048567139,11.7954714651,10.8129493281134,10.8134177127486,10.7398604020034
"GW101-3H11_contig_1_3018",7.35431820443805,7.44186895975368,7.68255245307957,7.91951706136996,7.92069136345382,7.81346475252672,4.85646652784506,4.25945564707741,6.62900866814308,6.69257672582222,7.41283186301238,7.67336288900721,7.47483531250456,7.5007502378336,7.32004876352187,8.46651616229369,8.37888259187672,8.53490904910286
"GW101-3H11_contig_1_3019",10.0916900972904,10.6396059861319,9.85974668454324,12.5892356485055,11.7192921949891,12.3552890437395,7.78774282573425,7.31003559623845,8.00216848296525,11.3159545214934,9.47642899715973,9.78224344981754,8.19961779739942,7.66036404126286,8.11941454112178,9.21027499808425,8.81803224300104,8.7105240139012
"GW101-3H11_contig_1_302",4.11860384598414,4.15559699874952,3.77319905402265,3.89042799936197,4.03315862140342,4.00115441458918,4.07135675803738,4.90644449984266,5.14158005803479,4.69254818166688,3.48930429095141,1.38696872066301,4.12254727019535,3.89754891744878,4.82132122548307,3.51731079159735,4.05864668705705,3.56089104958251
"GW101-3H11_contig_1_3020",9.00735377553824,9.78887484491326,8.95255750309454,11.4450554511186,10.5164741555201,10.7937175686043,8.00530182854195,6.11660195690754,6.97988311262128,10.6653160564582,7.72974619718791,8.91486859267764,6.6285399821145,5.82499076922872,6.28147330632651,7.84651478519924,7.70400413205512,7.326020744721
"GW101-3H11_contig_1_3021",11.8269657781229,12.701582857415,12.3818057282245,13.7286810293853,13.0797700239893,13.1678870098896,9.65175513260301,9.15288880117879,8.75462070983925,13.3107710297045,10.4977571519016,11.5834757349158,11.8883021299886,10.9309799554565,11.1963803156125,12.9648479373724,13.132941562195,13.2087370737763
"GW101-3H11_contig_1_3022",8.78153120085382,9.0874332832292,9.44029306407983,8.59446044855412,8.71885966103669,8.42749869198947,8.13401496951102,8.87431388163243,7.47321868394829,8.52704461033474,8.00186677880153,8.14830488310729,8.96703721584344,9.02004570446013,8.76343397454248,9.54907567383609,9.53814693760824,9.92869341926047
"GW101-3H11_contig_1_3023",10.6441018011861,10.8011591806587,10.7084393441472,10.2328910278118,10.0729743723837,10.0888291665252,11.6661613489367,11.211869173017,11.0253342001227,10.7719489415159,10.7566201647755,10.1787281484776,10.9841012220812,11.3700342645853,11.1871897166973,11.4530782762613,11.5406040231615,11.4998692704498
"GW101-3H11_contig_1_3024",8.40706978166712,8.88454502740831,9.06608076650154,8.55142867683955,8.73039791426562,8.26504291118395,8.82257303490164,9.62021252156121,9.81053203537979,8.05930735660469,7.62092225719174,7.67336288900721,9.03781115277697,9.00977097391483,8.92419671833441,9.50237792780381,9.5110816246484,9.62147275377231
"GW101-3H11_contig_1_3025",6.10361998308758,6.9126169455597,7.00148054941978,6.40360502831083,6.73690023390158,6.17776535462124,6.47681316275221,6.9422392623239,6.3363353060151,5.6430781208547,6.10883382807416,5.48752594400415,6.24886454086825,6.38263110869437,5.83962413140614,6.90942933521869,6.75238047822564,6.92628742147846
"GW101-3H11_contig_1_3026",5.54047996826164,5.9272586371094,6.31968237881857,5.61183175156286,5.888645830538,5.78349685916841,5.20994377527641,4.5096345759502,5.74209384951112,5.03908063149439,4.75521022962212,6.40469985381532,5.07122041984263,4.75932869950773,4.7725565986387,5.81344273304425,6.00770559056137,5.38683741209967
"GW101-3H11_contig_1_3027",5.75367680725657,6.14159835553987,6.25471961345236,6.28840401498589,6.15762374444478,6.00465422777982,6.02376990393063,5.21623310853322,6.75569910272654,4.55522775174133,5.16511498308425,1.38696872066301,5.2121554663176,5.22048077736972,4.61528927722392,5.72302372875768,5.79293108824637,5.38683741209967
"GW101-3H11_contig_1_3028",7.30531187826395,7.54800081539507,7.45459819092797,7.33639073792476,7.37653674183724,7.71426375365901,6.26804368759177,6.85591019113399,6.28120362787162,7.15902215054805,7.46773648608189,6.96043038744908,7.81242450010192,7.80999421757502,7.75899088460518,8.3048611734299,8.26314021091631,8.22098519391228
"GW101-3H11_contig_1_3029",8.53007653442536,8.63238534885019,8.78196813481122,8.63389027449894,8.75225822316697,8.68820836682471,7.25769272073539,7.77731508985604,8.37524860252686,8.09240818170171,8.82845932456989,8.79075032469798,8.37387995158606,8.08910702199912,8.00898662253998,8.94687044630963,8.95631848716051,8.90136915824333
"GW101-3H11_contig_1_303",4.00477684370427,3.43154426375308,3.90631150383328,2.68711919702185,3.21520021510604,3.27204854059252,3.07270157882759,3.559483165698,1.38696872066301,4.03744974982004,3.48930429095141,1.38696872066301,4.21621101027933,4.36146612800117,3.47713402371356,3.26803811222721,3.65338008533074,4.26113490160077
"GW101-3H11_contig_1_3030",5.45821395961882,5.80296307844384,5.76251551393381,5.61183175156286,5.83966969526069,6.04609915689288,5.72933114608925,5.21623310853322,5.96856667568626,5.70875220798264,5.85752254178464,6.40469985381532,6.06366565529596,5.70245834570905,5.93072285387242,5.62652480659755,5.98536635638355,5.93783835961242
"GW101-3H11_contig_1_3031",5.68305757593093,5.68357882243548,5.65662039981626,6.08935124175907,5.92263424115002,5.91240508331772,6.47681316275221,7.17395948153449,6.97988311262128,5.98084559516196,5.96337387366328,1.38696872066301,6.12414126792576,5.93788798054162,6.09724002543382,6.24540603938129,4.89114911957913,6.79965995650683
"GW101-3H11_contig_1_3032",9.3232866639649,9.00867669670997,8.71994299747662,9.06036681586011,8.70235419250428,9.08737973137937,10.3748784770503,10.293052962607,10.2404146126817,9.84401413880912,9.75177906277782,8.91486859267764,9.38491366802669,9.62563054994005,9.50214352025496,8.64295454943389,8.79897678899964,8.82543559289185
"GW101-3H11_contig_1_3033",9.01005428535075,8.48343034857172,8.28593481563446,8.92820612020419,9.13378810327851,9.77947901804875,9.23982952067144,8.69951965174932,9.046480030469,9.28059349925249,9.28592709867607,9.41278449242002,8.31551190056627,8.39963950660735,8.50322850231691,8.65520425528619,8.40432324623788,8.49869734320231
"GW101-3H11_contig_1_3034",5.82918117027134,5.77986709277089,5.40717265997082,5.99692019498442,6.1519071865357,6.2281338761729,5.35848450993323,6.56074156652487,4.86822363077577,6.0667580292387,5.74324838801877,1.38696872066301,5.7775874483334,5.25585538526739,5.46572837240254,4.97402477979217,4.56647576389087,5.55354667278684
"GW101-3H11_contig_1_3035",5.89311872794389,6.35437013535324,6.30225401248748,6.05450027701035,6.15762374444478,5.96197918891885,7.09849241680149,7.10078115134623,6.87214564985477,7.10326153167399,6.36190841623295,6.40469985381532,6.70965186019048,6.72192363127738,6.38166171442917,6.45630317117628,6.99505256196993,6.88945347423916
"GW101-3H11_contig_1_3036",6.89803638335029,6.7833341694718,6.60667770620239,7.736216841085,7.32671974849339,7.39196820806108,6.65911538531117,6.66599427271161,7.11204763856212,6.92173873168162,6.64220561594734,6.96043038744908,6.45117879407484,6.46020939491359,6.39770234936748,6.72406802212367,6.76553524809683,6.49086294626984
"GW101-3H11_contig_1_3037",9.55729438291778,9.74938233736292,9.73066494989362,9.10441435807305,9.43992137958393,9.14147667314184,8.6610608438842,8.92816922483783,7.87773639244945,9.77433764003261,8.97460497762831,9.71553604940063,10.3817511716476,10.1629029170489,10.1892665611852,10.3839785427658,10.2645135197332,10.4348764026479
"GW101-3H11_contig_1_3038",10.9872415505898,10.2825650609374,9.77182912704937,10.1380188770701,10.1278065989643,10.7097067944034,9.01314444338669,9.09755631654245,9.03819911799566,11.0141106252746,10.7676000379722,10.3201379658273,10.9873559106594,11.2841918824375,11.0943726167418,10.7205290125409,10.9009135013297,10.845352190104
"GW101-3H11_contig_1_3039",8.27108764518888,7.93982078658096,7.82551473553881,8.05773227555477,8.1384317043417,8.21148808492529,8.11334466318308,7.57607964445102,7.76180790232,7.86707404468549,7.81690420900135,5.48752594400415,8.26812594309317,8.0545348596192,7.97200032341361,8.34322399161583,7.7965861803585,8.29792746613967
"GW101-3H11_contig_1_304",3.7438932617749,3.55147414030562,3.93764014389276,3.47317481983716,3.11615121943546,3.71327025321776,4.85646652784506,4.90644449984266,5.37088390537228,3.89029863420381,4.63112874914082,5.48752594400415,3.4453242605496,3.80227645963747,4.23555256249547,3.72629661950394,3.96811441316295,3.90584842599568
"GW101-3H11_contig_1_3040",5.94682177300198,5.74848306173747,5.647432771487,5.44933620236323,5.48640428261441,5.73359663421725,4.64013078643262,5.58270029763227,5.89696971648238,5.47702556809569,4.97487607402385,1.38696872066301,5.4391750082151,4.94476046417845,5.93072285387242,5.79136605867718,5.50926383142584,5.73096204399358
"GW101-3H11_contig_1_3041",4.32147285906309,4.42124934462179,3.87424272377522,3.78895804505076,3.87092567902665,3.79120340174444,6.19113654588272,5.87430876855366,6.90896021737549,3.96585775399006,3.75881452912819,5.48752594400415,4.4259883352553,4.75932869950773,4.30644310449896,3.26803811222721,3.3924664626901,4.60632951794346
"GW101-3H11_contig_1_3042",5.44759048862551,6.82897813039973,6.02603874289575,5.22886681193867,4.7378476175138,4.93997429204221,8.44647992225265,7.10078115134623,7.91439713590609,6.91249737677877,6.54337494193308,7.36051695535678,5.80742238789142,5.80130640303731,5.93072285387242,5.44025246963454,6.30683219146094,6.52329415966138
"GW101-3H11_contig_1_3043",3.2727846307802,4.53725969358706,4.05622007649413,3.22781062282616,3.61894554109568,2.97521202480743,4.38449899540413,4.5096345759502,4.32339383316944,3.72519460864252,3.75881452912819,1.38696872066301,2.96029242383376,3.01201439696941,2.81867774656765,2.19968819632679,3.8711435113598,3.08968458693503
"GW101-3H11_contig_1_3044",3.21991128394429,3.97325860156503,3.70134644822911,2.25410178578248,2.8246518142036,2.92600162299325,4.07135675803738,1.38696872066301,4.08165752330406,3.63431205665913,2.66848544398612,1.38696872066301,2.52564421982302,3.01201439696941,2.81867774656765,3.51731079159735,2.8575430528086,2.27454265159946
"GW101-3H11_contig_1_3045",3.37225911948049,4.17978115126457,4.19135573285423,2.98893178928738,3.2618765409085,2.92600162299325,4.85646652784506,4.72191187731415,2.87240001981235,3.18960123755893,3.48930429095141,1.38696872066301,2.05558093534621,2.5647838948602,2.57100567217017,3.12193601561491,3.23893553077051,2.62384678588296
"GW101-3H11_contig_1_3046",3.10679135331691,4.08039351415561,3.15966858720556,3.42774761002277,2.68274786495566,3.34514164437014,3.07270157882759,1.38696872066301,3.78808958331726,2.16234015873792,2.66848544398612,1.38696872066301,2.96029242383376,3.01201439696941,2.23561679174895,3.12193601561491,3.23893553077051,2.27454265159946
"GW101-3H11_contig_1_3047",3.37225911948049,2.78497187756315,2.6773673084574,3.38065087911404,3.43292540855557,3.11148230043657,1.38696872066301,2.98891297823327,4.32339383316944,2.4710676501146,3.98298305935418,1.38696872066301,3.4453242605496,3.33316783596756,3.19202033260656,3.39875925087286,3.8711435113598,4.18052572793701
"GW101-3H11_contig_1_3048",2.8417696595174,2.92048226571889,2.76044920359468,2.98893178928738,2.75605995949173,2.33386545279375,1.38696872066301,1.38696872066301,2.87240001981235,3.18960123755893,2.66848544398612,1.38696872066301,3.36231991527721,3.01201439696941,3.47713402371356,3.26803811222721,2.8575430528086,3.42244514238609
"GW101-3H11_contig_1_3049",5.09918126500644,5.32742090635449,3.99821517825798,4.99785950814622,4.93844066864779,4.88359054688809,6.10988586282422,6.11660195690754,4.529324608965,6.0158288650492,6.10883382807416,7.67336288900721,6.12414126792576,7.03740916658366,6.7117656430334,5.1584898007964,6.58437564446508,6.71797370635952
"GW101-3H11_contig_1_305",3.55057712587103,3.38895031960874,3.58570864588047,3.78895804505076,3.30686318782761,3.41423529838342,3.66482293114254,1.38696872066301,5.26082560907717,4.23225592121141,3.14808085232339,1.38696872066301,3.73267465420264,3.80227645963747,3.99807889844,3.12193601561491,4.22358513684891,3.26717573946816
"GW101-3H11_contig_1_3050",3.46449960857165,3.69597528790229,3.90631150383328,3.28085829755763,3.68654130137799,3.30912724359992,4.07135675803738,3.559483165698,4.70890453987229,3.81027747710934,3.48930429095141,1.38696872066301,3.59684596241869,3.69973357142571,3.71041598176776,4.20905165850667,3.8711435113598,3.42244514238609
"GW101-3H11_contig_1_3051",10.238617651357,10.1996145476376,10.2852418296052,8.62680091342394,8.35888583253976,8.70687371358827,10.6180179108399,10.5134135778711,10.9323261970257,9.52443392713638,9.6206633286178,9.64559399827147,9.48731660730895,9.60700744406799,9.5832053676936,8.94187932917732,8.72350613352516,8.81238212386774
"GW101-3H11_contig_1_3052",7.80570193692717,7.89404757153042,8.11863387500059,6.4255790634202,6.69036894131655,6.49813713132028,6.76897776028335,7.17395948153449,7.37140263474993,6.39360412973292,6.64220561594734,7.36051695535678,7.08887055432601,6.99635199418556,7.1316245581709,6.61534394259192,6.00770559056137,6.0755344816213
"GW101-3H11_contig_1_3053",8.40296596477011,8.53136445073598,8.61573796311541,7.09054406384217,7.16034871699819,7.29229447912967,7.62202738458428,7.54882988446484,7.7415471070098,7.16681477623708,7.27595533576052,7.67336288900721,7.48408301006548,7.57929371475297,7.20633712644482,7.29339143747205,7.46699810595937,6.8769632960265
"GW101-3H11_contig_1_3054",2.37880534436327,2.71031238622844,2.6773673084574,2.38346040138434,2.8246518142036,2.7639265909952,1.38696872066301,1.38696872066301,1.38696872066301,2.4710676501146,1.38696872066301,1.38696872066301,2.32443355996254,2.5647838948602,2.23561679174895,3.81962722730853,2.60394526347793,3.26717573946816
"GW101-3H11_contig_1_3055",3.94410789463002,3.76271883405692,4.26652202168785,3.60062100522269,3.78189846777347,3.86486122895083,6.10988586282422,6.32390747990254,6.83436600884459,5.45165184873944,5.61908658842672,1.38696872066301,4.17017190596087,4.75932869950773,4.72205314517939,5.2587083422805,5.07251623145487,5.31431072053425
"GW101-3H11_contig_1_3056",9.46386560145482,9.47350619615662,9.23234272728101,9.2886301350956,9.06937680633883,9.44632510234918,10.1034023274478,10.4262727707624,10.3108512487683,10.7429296190683,11.1856554532623,11.099031149683,10.0510042233139,10.3208438326757,10.1788716567163,11.1284214759718,11.0331748234501,10.9533475688076
"GW101-3H11_contig_1_3057",10.87938170624,10.8957474290601,10.8556887229045,9.77735588758867,9.72056430000747,9.76793225723599,12.0337258223244,11.6080772165571,11.2099113402548,10.6945758339311,11.069196847442,10.6408872043901,10.7493101422348,10.8051811905552,10.6923065445629,10.6625496683689,10.5691389004603,10.5085516439756
"GW101-3H11_contig_1_3058",9.33338451647004,9.47350619615662,9.40402761578785,8.53384999555026,8.39316717728003,8.38378409652799,10.5465840328826,10.692134742457,10.6655897810939,9.33346269619802,9.16380061965334,9.0291489044579,9.23826298522095,9.281521066848,9.27591476882126,9.01973625676646,8.94480614349042,8.90136915824333
"GW101-3H11_contig_1_3059",7.95519627880252,8.18613411432004,8.27109581117858,7.66647685735255,7.62551385802594,7.3859364325855,7.49992715469091,7.80060443177578,7.17384751357118,7.65078827408947,7.66856995268463,7.67336288900721,8.21358219583214,8.03946073427262,8.21747888275392,7.95454716247338,7.53000001291429,7.68235877683551
"GW101-3H11_contig_1_306",4.45631600098183,4.42124934462179,4.16536630206845,4.55071506692563,4.41013093357269,4.63254553435324,5.61604792293727,5.95969115233039,2.87240001981235,5.10583111930812,4.97487607402385,1.38696872066301,4.96887530585888,4.90062331421369,4.37390015099026,4.39895599006374,5.07251623145487,4.54375313875786
"GW101-3H11_contig_1_3060",9.59735126437428,9.62720342406504,9.77130198598583,9.02485334682281,9.04494267844687,8.99068535132381,9.88911455082444,9.88274427519832,9.97573654693517,8.84853889983754,8.86980782903227,8.65493921450656,9.17115570336735,9.21823046714123,9.13962266312929,9.45060818342402,9.48548660802249,9.26216039993866
"GW101-3H11_contig_1_3061",7.28463847606594,7.37422600702216,7.53133628561833,6.74240127879711,6.85058159635241,7.02882432759052,6.02376990393063,6.38686657163033,6.62900866814308,7.05368771836067,6.5088648797327,6.40469985381532,7.16560398477512,6.87701498687952,6.9907679315269,7.14489470443471,6.47648863354743,6.3712319964556
"GW101-3H11_contig_1_3062",7.45025496527553,7.63833686364258,7.83966505568709,7.62911782892484,7.8126579596351,7.74443274206045,6.87105442742598,6.56074156652487,7.70015112227469,7.00234823081077,7.25529608444391,6.96043038744908,7.33872540719426,7.34596583565536,7.16946474836958,8.27341898068899,8.37888259187672,8.50276604849684
"GW101-3H11_contig_1_3063",7.45025496527553,7.33786151785865,7.55112840780951,6.73362366439964,7.06936203536456,7.24642269810858,7.98268702104972,8.09242089691293,8.11671339272691,7.47993669401928,6.92987110301569,1.38696872066301,7.28682362442199,7.52980885393276,7.17877162467141,8.00806307503581,8.21123124140824,8.58566047903817
"GW101-3H11_contig_1_3064",5.89311872794389,6.09872532159431,6.08160511510231,6.12337776354467,6.30910944612802,6.232626608131,6.65911538531117,6.89972097842756,6.58417579745807,6.0833413861501,5.85752254178464,1.38696872066301,5.90721984386865,6.14012820720156,5.99544729878328,6.07327511295196,5.81844278693949,5.96172305652923
"GW101-3H11_contig_1_3065",8.01198771708919,8.00255268976059,7.84568723729414,7.90396103745132,7.83063932723002,7.91747253669533,8.25217770475632,8.84100842152206,8.99606617628739,8.12876063296727,7.97685193246736,5.48752594400415,7.84508726938916,7.96163244712915,7.8722947224128,7.6401157781437,7.32321576508339,7.53119399073805
"GW101-3H11_contig_1_3066",8.31251582231209,8.28220022801205,8.32093773488414,8.24377925425586,8.30331307050175,8.11148086884198,8.30781695480978,9.55324174653734,9.25378894944824,8.36041038913732,8.39077607944068,8.14830488310729,8.12769299843584,8.2151963019159,8.20842143809882,8.62438271827144,7.90156048180855,8.34401229922644
"GW101-3H11_contig_1_3067",9.01185182085757,9.11991293345877,9.21848762501353,9.06474515402848,9.21474225052064,8.99861123951402,7.78774282573425,7.91172352876657,7.44843065995089,8.90085736664883,8.40959132005569,7.930294940851,8.95877053692147,8.75375564886025,8.95701237185611,9.30466648514199,9.0825006945931,9.15507863395358
"GW101-3H11_contig_1_3068",4.91031756379029,5.19366572115488,5.23356856504894,5.52270412167478,5.40203278739226,5.47713870680922,3.66482293114254,3.95405589165091,4.86822363077577,4.55522775174133,5.4831508995157,1.38696872066301,5.4199623022544,5.22048077736972,5.49591945902246,5.5230637164308,5.34316483437729,5.81207122167895
"GW101-3H11_contig_1_3069",4.61804368052635,4.24989867421475,4.26652202168785,5.25374084829185,4.75315587438505,4.80069162073425,3.07270157882759,5.06973981678167,5.01145245582824,4.23225592121141,4.63112874914082,1.38696872066301,3.73267465420264,4.60235375622733,3.71041598176776,3.62594090188157,3.23893553077051,3.90584842599568
